Name,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
DOA4,42.8797,37.6857,42.6004,48.2163,47.4694,47.2853,46.2654,42.0849,36.4692,33.0795,38.3828,38.1134,45.2135,44.2939,41.9293,42.0535,44.5409,42.3405,35.2039,36.5515,32.8979,39.8889,35.6195,45.3422
RRT12,1.34139,1.36461,1.21494,1.46338,2.36343,1.59527,1.48168,1.12603,0.837636,0.973423,1.19788,0.989318,1.31089,1.32629,0.967649,1.2705,0.857438,1.25891,0.820627,0.910646,0.792174,0.95197,1.0518,1.24422
RRG1,35.2739,28.3783,27.2332,38.6553,29.0854,24.7676,29.7447,38.1156,25.0212,29.828,23.2382,41.8142,27.6087,28.2263,28.0119,33.1955,33.9533,31.0735,23.1967,28.2312,26.1265,33.8631,27.752,29.3012
RNH1,91.2652,58.7383,58.7801,69.8672,75.2125,72.8594,77.4954,79.9989,59.5462,69.253,72.9498,75.8074,77.6908,62.7671,81.1871,86.2482,65.8524,60.9862,69.3366,65.0059,62.6368,62.8066,54.3055,74.4695
AIM7,218.187,250.033,360.609,332.785,276.561,221.42,302.443,299.218,291.693,197.036,156.617,293.27,299.947,148.06,246.761,226.015,206.589,225.282,192.337,171.024,167.023,234.796,153.768,192.387
PRP38,33.2183,17.2031,22.9235,30.5222,41.7695,26.7707,21.4776,28.9619,25.3653,17.0368,26.5269,31.5926,14.2958,19.8375,26.1565,29.5769,33.1458,27.7284,25.542,22.0467,22.3005,24.3312,29.6678,27.6065
YDR061W,77.9879,71.5011,77.7396,79.1374,89.7091,77.3366,68.9237,66.2964,61.9895,69.0973,63.8221,67.6925,94.1149,69.3825,78.1892,84.2866,87.573,76.1537,76.9801,59.4237,76.3663,76.7438,64.2516,75.5857
PES4,3.0019,2.45224,2.59008,3.22794,2.89607,2.6412,1.76738,2.46079,3.04378,2.03776,1.67649,4.45584,2.36575,2.04788,2.11569,2.49903,2.9128,2.02799,2.25335,3.35959,3.47408,2.05004,3.27485,2.42923
COF1,1643.14,1698.33,2483.22,1648.52,1723.13,2623.48,2126.57,2389.22,2531.42,2652.76,1582.35,2208.54,1965.02,1590.86,1260.54,2029.24,1645.88,878.742,1960.67,1624.16,1818.22,2585.11,1464.73,1782.36
MAK21,68.214,64.5256,55.1405,61.0647,52.0042,54.6342,58.6359,56.5942,53.7249,51.9737,51.8436,57.6108,53.0332,52.6857,65.2992,65.6547,85.0532,81.0933,86.271,108.996,73.0398,88.0832,85.4544,89.4822
YPR014C,0.0,0.601101,0.490368,0.60129,0.0,0.0,0.372014,0.383366,0.0,0.0,0.0,0.127119,0.410005,0.0,0.36701,0.0,0.396661,0.0,1.21105,0.90553,0.0,0.0,0.0,0.298023
YOS9,43.2342,40.3344,40.6175,53.64,51.4984,51.9278,48.5483,50.639,44.5975,37.9704,49.4325,56.1279,49.9628,33.8378,48.3598,49.3562,44.624,44.013,46.1826,39.3547,39.7484,41.8221,47.4304,54.2383
PEA2,25.8827,21.7297,23.8602,29.3217,23.1075,27.9103,27.2042,19.1832,19.8785,17.5463,19.858,25.0249,24.8182,21.2408,23.3079,23.1111,27.1354,27.362,30.6578,28.26,21.3733,26.9637,30.1105,27.4299
PST1,719.844,650.826,831.879,669.381,994.53,606.114,567.754,805.503,854.997,674.3,590.469,679.927,862.783,674.101,642.165,713.59,936.964,675.858,608.413,444.843,605.363,639.274,607.634,705.874
CDC34,345.19,347.956,291.423,344.729,290.447,340.262,270.672,273.548,361.562,238.761,220.154,409.82,326.519,273.322,335.771,331.041,365.294,325.182,325.926,255.356,310.495,498.64,279.526,263.413
TPI1,17448.7,16862.7,16983.5,16936.6,17841.2,19518.7,15706.8,13025.9,19189.6,14430.0,15731.0,16492.8,14220.6,16991.0,13759.6,12266.8,12309.4,10922.9,13723.1,9445.68,15571.5,15096.2,12403.1,12217.3
AIM17,666.975,621.711,717.542,808.994,598.579,840.447,598.041,610.601,505.16,635.096,409.533,453.316,503.272,689.448,642.735,611.618,564.871,622.738,526.275,390.762,432.714,458.528,457.701,531.325
FUS2,7.50072,5.52571,6.52594,9.45517,6.25412,7.63089,5.88697,5.00624,6.31058,5.2922,5.83841,8.04744,5.17284,6.31,6.22968,6.3782,6.92265,6.45824,6.78259,7.75695,6.66506,6.38396,5.60442,6.62301
VMS1,31.3821,24.9028,28.6963,29.6875,32.0462,37.4076,35.9406,32.3343,26.5899,29.613,26.3962,36.7179,26.882,29.6546,29.9236,28.8108,36.8236,31.1496,31.1808,32.5508,28.7898,34.5929,30.5135,34.1626
XRS2,20.6478,17.4602,17.375,24.7091,21.3676,23.3156,17.7801,19.5801,15.9149,15.9783,15.6768,22.3077,20.1114,15.1703,17.2602,18.972,19.5923,15.2239,16.0897,11.8709,18.4819,17.0904,15.9859,20.2409
YDR042C,20.6861,19.3178,20.5502,24.5171,17.3066,18.6112,18.7145,19.4909,16.3327,13.958,18.5964,26.2546,24.9353,17.1313,15.358,19.6716,34.0707,20.1027,21.5026,16.7903,14.1501,14.4301,12.9959,12.3094
BBP1,24.0396,16.7003,27.3891,36.9301,28.1925,27.4112,19.9481,22.7046,19.8567,25.1977,22.6874,25.8289,26.4355,15.5308,33.4248,23.5164,30.194,27.9039,30.7252,33.3813,21.1645,32.1942,21.8314,25.3216
HFI1,45.1736,47.3616,36.8061,55.2775,47.1876,53.5906,49.1574,48.9012,36.3956,42.4317,34.9331,68.8341,33.256,31.543,41.5063,38.3595,42.0779,39.6498,39.6304,40.3325,43.1633,47.0048,42.1697,60.2168
YPQ1,226.381,131.167,184.015,227.47,176.245,191.48,205.332,207.136,132.146,193.75,210.739,177.355,137.023,184.012,182.599,196.305,209.762,260.631,254.119,250.77,218.863,235.148,222.955,225.685
VIK1,11.3055,7.85086,9.98006,12.5777,9.15095,11.3739,8.40601,10.9442,11.9063,8.2041,6.9955,7.28795,9.28455,7.89364,9.44677,11.0376,12.9925,8.18866,8.92405,7.45253,10.0405,8.29625,6.65335,11.1592
ATG41,221.321,191.735,239.855,309.519,277.817,198.207,340.666,240.373,210.066,306.323,274.962,249.89,339.752,428.338,280.228,414.096,271.179,268.247,435.009,376.744,184.377,370.75,324.496,294.525
GYP5,32.0971,33.4013,38.2428,37.5392,48.4705,39.0907,36.2065,32.9542,32.2474,31.0935,27.734,22.9188,34.1066,25.7271,31.8981,35.4449,36.7922,29.6749,27.4967,23.6734,26.2973,28.8815,26.2507,29.3253
IRC10,10.5271,4.52517,8.46449,12.4163,9.21523,9.56391,7.16148,11.6805,7.3216,7.75315,7.56224,9.80135,8.72354,6.27267,8.0991,9.41305,10.9603,9.62008,8.86398,11.6668,8.54926,9.07802,7.25014,8.7795
GAL4,8.53096,8.66248,8.72654,9.63258,7.76663,9.67365,6.92343,7.47486,6.30555,7.51903,6.05684,6.17338,9.3789,8.94182,8.6463,7.99418,10.6487,10.8303,9.33693,7.95637,7.66969,7.0437,9.53238,9.63787
YPL247C,145.738,149.493,201.301,189.67,195.504,143.362,176.948,137.479,129.148,152.211,147.023,140.327,148.045,142.833,136.794,171.121,126.717,163.447,163.74,117.116,141.764,120.183,87.3517,143.079
RPA34,67.3703,115.823,82.2648,53.0123,74.526,77.3815,54.7192,83.2407,76.7182,52.4903,62.212,110.315,66.8069,80.3584,98.1203,84.3677,69.3965,78.2437,137.571,112.835,61.1073,125.339,117.517,100.257
HUT1,98.5701,90.802,79.5322,146.594,75.9153,108.055,95.636,80.1369,98.6943,102.233,104.392,96.1934,96.7007,104.716,103.7,99.3235,118.897,118.917,115.7,109.05,84.5602,100.779,110.015,111.161
ESS1,111.315,257.414,157.37,267.904,164.667,227.405,241.527,175.866,141.339,164.949,179.232,158.214,286.369,228.477,181.637,201.571,172.857,196.814,193.047,135.781,119.967,197.579,158.194,125.246
RAD26,22.8738,26.0625,22.8519,25.3071,22.8513,24.8845,18.547,21.8823,19.9055,18.4133,18.3376,16.7765,20.9701,21.1249,23.3207,23.2591,23.9968,17.8598,20.3471,17.122,18.8528,17.9599,18.1196,21.7501
GIP2,103.871,102.41,113.395,109.685,99.3521,87.9112,79.2337,66.3705,72.6627,81.6057,62.4777,64.0452,75.532,77.3001,87.4799,88.7226,85.3979,82.8349,77.8486,56.8709,81.3728,65.513,61.3738,86.027
NIC96,97.2089,84.2108,102.844,108.186,96.0635,111.01,95.7063,107.56,88.3596,76.4609,74.8768,116.629,89.5889,96.7895,78.8853,108.745,119.729,104.958,97.0556,83.7217,92.6162,116.914,91.2087,95.6123
SOG2,57.141,47.4149,44.0471,59.8405,54.4688,52.8593,46.4093,52.2808,40.1514,47.1265,36.3688,37.4935,50.0663,42.641,43.344,47.1609,58.9924,41.5692,41.5181,37.2871,43.8877,44.2626,42.1483,56.6348
IQG1,47.3305,49.0126,41.7487,49.4214,44.1522,45.3122,44.2037,43.2808,42.2293,42.2839,44.122,50.5076,35.9732,38.3812,44.7314,38.812,51.163,41.3061,46.0394,40.301,50.9932,39.7789,43.7925,42.6225
YOL160W,1.44732,1.20567,2.28789,0.459531,0.96626,1.45139,0.462684,2.15679,0.861554,1.41707,2.31259,0.957687,0.643737,0.354199,1.07691,1.58483,2.05928,2.24887,1.15379,1.7676,1.52253,1.33507,0.781639,1.3587
RPS7B,1194.34,1152.91,1295.05,1177.55,1077.13,743.783,1238.21,1418.34,1258.67,1304.32,1322.59,1492.66,1571.1,1616.44,1824.72,1304.74,1445.14,1429.8,1416.59,1807.98,1442.03,1380.39,1349.2,1598.9
YPT53,11.7931,14.8226,13.6457,20.1001,21.8329,19.2073,13.5514,11.2694,7.98802,12.7285,9.86364,10.101,13.0122,9.15475,16.1727,13.729,14.5628,10.3139,9.05809,5.69549,10.4983,8.04767,9.03938,8.15282
NST1,61.7713,58.3823,72.3241,79.0924,78.3493,78.306,66.3607,70.7646,69.589,59.2097,64.2754,78.1681,79.4968,69.1631,74.961,71.6165,74.3754,57.9745,75.3152,62.5575,66.9279,76.521,76.1145,61.9841
RSC8,139.072,137.696,135.884,173.299,119.341,131.069,185.73,128.278,114.277,133.851,135.685,128.759,178.718,132.071,154.918,155.134,158.848,162.68,142.568,123.651,128.022,160.764,110.42,137.211
RPL3,2359.44,2450.83,2378.56,2466.32,1786.06,1793.09,2231.34,2714.33,2340.18,3269.52,3295.82,2526.64,2812.64,3871.31,3243.75,2074.35,2229.66,2943.17,2738.8,2665.63,2559.77,2217.93,2689.27,2328.73
UTP23,23.9188,16.7648,20.0398,16.2133,23.4558,19.8651,19.381,17.8711,20.7651,16.625,18.4658,27.1196,15.587,19.4,21.148,22.9284,30.1595,28.2347,25.2798,49.54,28.0579,23.5202,32.433,33.4732
TOP2,44.6288,43.6357,43.6465,49.7961,46.1399,44.2492,37.7475,45.2092,40.9836,38.8057,39.6392,49.9758,47.6008,39.4697,44.3493,40.0828,50.9888,47.867,46.1628,42.2211,43.2309,45.5297,41.8439,44.0641
SNN1,43.2952,33.9892,39.6462,35.0137,47.2031,34.352,34.3367,36.8641,41.7471,46.122,45.1416,31.3756,47.2452,40.8202,36.9597,49.4785,33.5913,33.301,38.2369,37.5986,17.1034,44.4272,26.6612,32.5963
MKT1,128.004,128.487,166.089,169.018,149.403,128.402,137.255,177.255,111.613,114.685,127.728,165.913,117.844,121.956,139.586,148.96,204.932,124.064,145.57,142.648,151.219,127.385,119.993,148.153
QRI7,25.6184,27.4357,26.0453,22.8749,27.9385,29.0118,23.6531,23.624,23.7325,18.5597,22.8209,33.9324,26.6387,25.2265,21.5106,22.0112,27.8732,22.6417,29.3257,24.7141,22.5329,25.6456,32.6226,28.4917
END3,232.778,212.119,213.771,397.881,306.621,227.526,247.795,249.858,194.914,184.348,184.885,348.64,177.901,230.169,237.411,227.276,228.486,226.215,184.964,156.181,196.366,202.735,202.634,186.486
IZH1,267.655,174.293,127.964,205.141,126.654,213.619,197.893,151.989,193.496,178.894,178.7,145.581,229.333,193.684,161.263,95.7598,181.022,143.869,142.901,162.027,197.235,207.355,243.607,240.788
PMS1,39.8497,31.3958,26.4816,38.8484,29.5069,34.4321,26.8712,33.0495,31.4639,25.0561,26.7882,44.6348,31.0169,29.95,30.81,30.9964,32.4443,32.9974,30.1325,28.3763,36.2218,32.5225,38.6025,32.128
TPM1,597.408,775.475,421.678,636.606,799.37,794.81,693.607,727.505,529.18,543.221,554.579,629.668,663.798,627.748,681.457,798.597,610.789,500.34,513.362,456.886,506.205,872.761,552.973,525.282
NSG2,247.015,276.439,285.227,245.856,304.122,329.601,247.539,212.543,266.548,235.224,261.562,223.725,263.765,251.673,247.521,304.27,270.41,264.247,287.584,282.701,341.666,369.567,436.898,473.357
NIS1,45.9469,38.3885,34.7426,41.4694,33.1948,37.1838,40.3163,34.9367,32.9041,41.6472,34.1789,36.5334,45.2664,49.1696,47.5427,53.4577,53.7465,50.9153,56.2822,50.7334,39.9284,46.7953,30.1555,57.2779
AYR1,438.094,404.703,486.686,187.573,446.932,575.225,392.07,484.516,380.209,400.569,468.194,390.155,571.809,384.948,339.96,422.247,377.168,445.765,433.668,310.834,396.273,466.06,422.208,338.718
MLF3,143.961,131.325,128.253,129.395,161.277,119.644,136.465,120.8,138.59,148.38,138.968,130.944,124.151,98.412,131.693,105.045,162.125,157.069,135.922,111.966,118.861,121.344,142.751,116.595
RTS3,135.053,78.511,200.17,182.54,199.382,196.04,189.849,130.881,135.949,178.361,153.561,111.264,137.027,255.756,159.987,218.451,126.905,307.287,219.804,200.534,127.38,142.261,191.756,161.651
MSK1,57.5467,74.7644,57.0555,76.0082,47.4795,79.3217,68.3922,58.4761,45.2723,60.9105,64.5585,62.3282,64.3713,63.025,69.6135,62.5076,85.0522,70.8013,85.2552,81.3416,87.2514,62.1238,83.8316,88.3974
RNH201,15.7795,18.8872,13.2323,16.208,16.9135,15.2631,11.3692,16.4714,12.0631,17.9343,18.2832,20.8573,23.5036,13.1853,17.4405,22.7346,20.6422,21.6134,23.4428,21.8997,24.2987,21.5773,27.2236,21.4006
GCN3,171.912,130.191,167.089,183.142,175.201,147.103,137.761,154.774,121.146,171.469,131.965,212.362,166.461,158.437,143.491,128.112,204.302,180.836,138.566,162.513,204.04,172.724,260.357,205.474
NNF1,18.0036,28.7811,15.9282,22.3047,16.2902,26.2511,22.7013,13.2901,11.1665,18.9365,20.6152,20.2407,20.4168,16.9877,20.3007,19.8416,29.7574,34.0941,45.2057,36.9012,28.8157,35.8139,27.1522,22.5767
LEC1,67.8908,56.0369,51.2097,64.1951,67.2989,62.0479,55.3898,53.2738,57.7015,50.5403,41.3838,62.6109,40.9104,55.4802,58.3693,62.1146,60.6568,53.2257,52.3476,50.6896,59.5746,57.8311,60.4569,52.8763
EOS1,59.7481,61.4184,65.6342,44.6577,59.3487,53.0386,55.5221,59.9753,49.1249,70.2101,63.6319,36.1634,66.2668,38.1561,54.9503,47.5386,45.0723,54.5744,60.8271,39.8356,61.4913,80.5628,66.9878,54.5255
FKH2,35.4479,34.0926,31.8328,54.3766,42.9357,42.0903,39.3827,41.5855,32.7532,38.5914,31.3419,29.6377,36.7392,35.557,32.1989,38.8045,40.2382,42.2448,38.3236,35.9542,28.3854,44.8236,28.9632,35.8241
AQR1,35.557,35.3611,34.4947,29.8034,23.4637,33.4521,31.416,28.3888,35.3156,34.4617,29.2988,32.7159,25.7907,24.7992,21.1123,28.1509,33.3668,35.3292,40.883,39.4396,30.1153,30.344,37.0147,37.2001
YDJ1,377.983,501.444,375.412,389.809,217.676,339.849,401.8,357.937,283.233,370.459,370.34,398.789,373.548,438.633,424.556,408.334,347.089,450.497,481.407,686.528,475.396,441.406,507.457,415.008
RPL17A,1175.26,1309.93,1316.03,1106.83,1014.67,1045.01,1021.33,1126.82,1258.72,1356.58,1752.47,1237.79,789.299,1269.98,1271.09,1369.0,1446.79,1477.6,1236.23,1582.27,1405.72,1137.82,1133.23,1130.8
MTQ1,34.3854,43.6296,37.1986,42.9371,44.3407,31.9435,36.0513,25.9347,24.3491,34.0802,30.309,13.7681,33.8921,37.6567,29.7928,31.6309,36.9518,30.6698,40.0589,40.9326,22.3119,22.5661,24.1085,39.838
YJU2,17.8909,21.9179,23.2875,23.9895,28.4138,24.3964,25.4858,21.0189,21.3509,19.4014,14.7353,14.3101,25.9953,20.2251,22.5394,22.0872,23.8666,18.1369,24.65,21.794,23.5447,33.5827,23.0558,18.7758
NMD3,65.1717,56.4143,55.0221,58.1568,30.6796,63.6488,53.9742,56.0113,62.1765,64.5344,65.7699,78.3543,49.6826,67.7011,71.5365,76.9727,82.4672,127.695,119.103,156.977,88.8649,87.3259,88.8672,91.1383
GCD10,33.2765,33.0475,21.3573,19.6905,16.8661,30.722,24.5405,24.861,31.081,29.2511,26.2062,19.8303,21.4785,33.7125,29.1339,35.1341,38.8703,38.2248,44.5719,54.4629,37.1091,41.5198,43.1519,41.9835
ARP5,81.4774,69.6639,74.2902,101.505,77.9397,88.2291,65.3536,74.559,73.4035,68.3941,65.7108,79.9677,93.9341,81.6184,91.6035,94.9684,87.8971,71.5403,81.5176,70.0254,107.969,93.5812,90.2594,85.2602
YGR107W,3.97172,4.5317,4.99325,4.87284,2.60553,3.70842,1.97005,1.6146,4.00847,3.06379,4.06124,4.91463,2.37024,4.38321,2.80829,6.44242,3.07753,4.17732,3.03935,1.8795,2.34166,2.32634,2.69277,3.08863
CLB6,12.2646,10.0622,11.178,13.0145,9.88088,11.5919,10.3329,13.4165,8.77022,10.3504,9.24333,16.1127,8.92743,6.78633,8.05584,12.201,12.8882,9.18839,13.2654,13.0036,16.4397,8.40678,11.5711,13.5854
YGR111W,161.691,149.113,175.164,184.16,125.636,152.919,134.396,129.412,164.45,149.826,141.947,195.823,124.141,78.3416,137.492,150.533,135.804,137.853,126.444,109.146,151.434,151.869,140.18,155.57
YPR127W,165.997,139.845,144.784,152.121,171.134,192.78,154.63,132.604,115.778,108.202,114.384,142.948,176.426,119.395,101.504,108.195,119.643,103.034,96.9593,75.217,125.754,89.6637,71.5605,85.4131
RPL9B,994.266,1329.46,1276.97,875.788,975.038,1229.29,1305.64,1296.7,1641.52,864.247,1347.75,1252.98,1046.2,1187.84,1035.57,1104.42,976.359,1096.99,1097.11,1096.08,1187.95,1496.5,1304.39,1334.0
SYM1,149.358,166.252,113.64,212.273,188.547,200.418,151.672,177.149,122.972,99.3453,150.643,131.116,157.883,180.374,148.781,154.545,99.3205,108.169,153.294,105.463,189.208,151.081,91.1558,166.978
SHY1,46.1525,44.7879,50.3714,54.9735,51.5694,54.9555,38.5521,40.8849,41.0665,53.18,37.9501,36.0452,44.106,51.3366,54.399,57.3563,42.4536,44.0953,48.7336,56.5638,46.8953,45.9053,47.3517,42.4648
ATG20,66.3972,57.4997,61.2289,63.1056,64.8667,79.6986,61.7382,54.6095,55.7126,47.2522,45.5705,46.5263,47.5683,62.9689,56.5805,69.326,74.5668,54.5237,58.874,60.9974,57.0436,57.769,55.0892,59.8256
DAM1,55.1974,44.363,52.718,61.8448,50.8786,60.4218,52.2448,63.8523,54.375,55.16,41.7265,46.6545,50.9476,57.0086,60.2987,55.2399,66.7074,49.0785,63.8663,48.7029,56.1034,63.6384,60.1696,61.8322
ACM1,56.8504,68.4842,47.7022,56.8837,54.9491,44.2466,49.2795,48.0388,50.7424,39.5265,51.4525,51.0957,40.704,44.5557,48.0838,60.8418,67.8912,51.987,52.0884,49.6307,56.181,42.3648,63.6415,51.503
SPT6,143.534,141.195,135.556,160.926,121.601,150.156,137.766,157.601,146.246,122.744,121.666,143.238,151.579,133.305,136.963,138.901,129.624,139.295,138.079,120.381,143.576,126.911,140.354,127.935
HAP1,53.0269,50.8519,58.7566,52.0636,54.2155,60.4689,59.174,59.8594,52.6088,56.7835,57.4388,53.9569,67.1094,46.5565,55.4775,53.745,63.4058,63.376,50.9795,54.6194,45.0434,43.723,34.9018,38.82
CDC3,230.518,189.991,210.903,248.272,194.485,208.731,220.482,232.4,186.586,242.611,206.16,207.828,216.16,213.986,239.054,194.797,284.373,220.569,198.942,204.069,242.372,241.432,244.014,265.087
YGR117C,72.2307,58.83,75.3163,95.364,74.2486,65.6953,76.2047,75.6185,53.274,72.8329,71.4976,85.7188,61.4065,56.2107,72.8422,70.6162,79.6871,65.0347,62.2184,48.1848,57.5702,75.1129,66.5623,72.8136
ESF2,30.4136,35.8095,28.8741,41.5822,36.0931,28.4942,26.9996,28.7542,32.111,26.1036,35.7541,27.3098,29.3426,33.0605,28.9176,30.5873,33.1924,44.041,40.9911,48.9404,33.1545,39.3189,41.2008,42.4714
CCT5,177.022,172.484,157.426,179.199,174.179,174.456,191.732,195.038,150.07,167.628,183.995,247.518,192.303,220.922,178.899,166.304,209.285,198.17,207.239,171.067,216.877,227.138,176.825,260.94
YLR456W,57.0605,40.0012,43.936,59.0059,65.1297,42.9307,57.8161,69.988,48.7868,55.2169,50.4664,77.8946,63.6014,43.5181,62.293,52.3313,64.2625,46.589,45.4683,58.6957,69.3716,53.9449,58.5539,58.7953
YHL005C,0.638717,1.95818,1.13112,1.46925,0.726627,1.0618,3.52078,1.83821,0.722127,2.06394,0.37282,0.928515,0.658397,4.63204,0.22347,2.90586,0.560873,1.80871,0.416023,0.62935,0.34299,1.10328,0.366024,1.27585
NOG2,57.0246,58.3837,40.5752,56.9474,44.1964,53.3805,44.0063,57.0247,44.4469,49.7652,59.5355,68.4895,43.6442,57.1483,55.827,62.0983,66.9202,70.8352,101.702,105.608,65.2195,82.7141,89.1803,95.7776
POP2,90.7158,79.996,95.3956,110.856,58.5662,85.2341,72.3181,96.6978,68.6354,67.5366,83.8303,94.4678,86.6038,87.4641,84.0104,86.1095,93.3116,128.202,93.3419,93.5408,88.2559,99.191,64.6817,93.5103
YPR078C,3.30193,3.08989,2.51783,2.34286,3.4072,2.69188,3.53595,1.81898,2.45261,3.03031,3.28488,3.30469,2.39897,2.28232,2.20546,3.48348,2.33542,2.74498,2.36818,2.76831,4.09419,2.40806,1.92174,2.49645
YNR048W,20.0585,15.7846,17.587,25.3912,17.338,16.5714,14.3615,17.9756,16.2392,20.0303,18.3153,15.5703,17.3478,17.1872,17.0585,14.4,21.2869,28.0116,20.8876,25.7198,16.2512,18.7937,15.7067,26.3252
PET494,44.0042,59.0008,54.6815,75.0748,48.4896,56.771,38.8358,29.3912,37.0893,58.5514,40.7181,34.5219,38.9533,48.1763,46.1788,59.6706,49.5544,50.5722,56.5288,46.7645,42.8401,37.8725,44.2085,48.0883
PHA2,38.3497,33.2341,41.2582,40.1801,31.5574,44.8564,35.2865,34.1569,46.0953,28.9297,36.6456,34.8305,31.8625,39.7362,35.762,35.1427,44.5064,41.4446,39.7686,37.3168,34.3117,39.6551,24.963,38.9036
COA1,153.967,110.979,191.045,159.875,156.471,138.936,159.393,156.471,150.522,131.942,107.155,244.468,157.867,200.942,223.832,165.328,174.148,168.065,186.11,216.301,206.62,157.337,174.872,130.593
AGA1,70.7494,34.5676,35.3748,34.8913,30.8973,43.8673,37.7581,36.7453,62.4442,38.746,33.9971,27.5215,35.9776,50.8201,48.7643,45.956,76.9013,57.4606,47.7657,70.7789,46.5924,56.5395,62.9724,94.9336
MVD1,272.601,265.903,156.163,202.749,177.527,220.217,164.441,170.626,188.572,219.774,172.824,93.3103,201.642,202.216,204.775,199.639,282.699,273.159,310.86,312.429,389.593,430.223,475.559,639.028
RAD16,31.7455,37.2433,27.5411,33.274,30.533,29.4697,32.6375,30.5007,26.9016,25.9379,29.9202,29.0412,29.9727,28.7953,30.2082,36.1413,29.6633,37.1785,23.9492,34.766,27.198,31.9625,31.2442,33.6012
ZRG17,34.0857,35.2142,35.1878,34.9324,26.0921,30.2756,36.5186,32.4637,29.0127,33.3838,27.2797,29.2222,27.6825,29.847,32.4355,30.5583,27.8502,28.8521,30.3503,32.5611,32.7116,26.8169,28.4082,32.9922
SSK2,31.4727,30.0949,34.4773,33.4999,33.9217,36.8035,32.9833,33.4546,30.3393,30.4023,31.2783,38.0257,26.8877,29.4419,33.107,30.5669,36.0142,31.454,35.5823,24.9522,33.0626,33.8923,28.8248,36.8784
ALG12,120.45,119.901,169.134,164.448,125.402,175.119,120.999,128.356,167.999,160.291,144.842,138.267,82.4337,99.8165,139.466,140.923,147.865,121.969,132.13,114.057,114.647,127.006,117.309,136.039
PEF1,31.5722,23.9638,31.2111,34.3748,27.2301,30.1331,26.9809,25.7951,19.7735,28.4185,25.5747,28.0069,25.24,26.5296,31.0433,28.4168,34.6569,28.4439,33.7723,28.9886,26.9952,27.3528,23.3724,27.5215
CPR8,58.5923,69.0348,68.7705,50.1372,60.3754,66.2661,68.2232,53.5544,56.7457,58.3568,59.6395,68.391,53.0375,62.9348,69.08,76.3349,44.8594,67.5264,56.0454,76.4149,75.7584,63.9898,51.9986,75.8674
YMR007W,6.28181,5.6018,8.07095,8.94455,6.55031,8.43314,6.25337,7.85921,7.15814,5.66874,6.92054,3.06543,8.52264,10.2678,6.99815,8.1758,2.88411,4.59719,6.48271,9.342,5.35498,7.11638,5.82495,7.01209
MPP6,45.3,29.9129,55.5555,57.028,30.877,50.7232,29.1925,42.4966,43.7605,39.9032,24.8806,80.3526,35.5733,56.1899,54.5437,41.6141,60.4751,46.8739,54.684,40.1379,53.0069,70.682,51.6859,46.2113
SNF12,28.7779,32.7954,26.052,29.7294,44.3373,22.7457,29.2432,20.3682,31.0014,24.6686,26.9747,40.5014,33.1712,36.4235,31.8212,27.771,40.483,35.4768,26.2307,30.0675,31.1361,30.6597,27.1769,33.8192
YNR021W,368.965,320.047,289.055,392.933,330.492,310.607,310.298,380.004,481.427,312.33,349.841,371.677,290.691,355.392,381.555,405.326,444.331,407.046,293.311,318.699,360.604,440.967,475.212,390.927
DAL2,27.516,21.7305,27.6326,20.9714,28.7902,19.5821,20.2239,22.4676,18.6507,25.7614,22.4397,26.3762,23.3123,31.1466,29.1797,23.0396,27.3978,20.5468,31.4902,22.0845,26.5229,30.2647,28.3829,30.7176
SET3,37.3452,34.2618,36.5725,40.679,31.3202,31.429,29.6819,35.0776,27.2679,31.6029,25.0802,29.093,24.6924,34.7486,41.0416,36.7638,39.2391,31.1835,27.0663,28.0501,30.5983,29.8883,29.3036,30.899
ARE2,165.897,147.082,125.378,130.424,145.816,160.605,115.947,137.336,121.16,146.242,94.1104,63.3814,131.276,108.453,113.696,109.241,129.287,126.11,95.9829,102.571,171.002,199.42,201.802,326.142
RCF2,105.101,160.602,126.62,108.023,150.34,132.364,145.758,77.8997,95.5387,126.813,94.6724,87.4975,130.909,127.422,99.9306,103.578,110.761,152.338,121.636,133.832,156.139,165.407,194.837,138.668
TIM23,294.128,332.632,278.44,205.439,339.232,273.351,251.591,273.517,125.134,290.451,393.737,318.51,393.278,316.881,295.658,252.005,292.452,518.969,429.741,285.671,313.014,350.377,341.022,310.958
COX6,596.36,515.127,429.719,478.756,346.568,433.423,487.803,498.962,566.329,345.15,433.79,373.487,525.46,465.404,402.836,511.294,751.575,482.926,602.979,689.957,735.743,793.348,670.886,937.694
YHR078W,104.641,110.58,96.2397,85.394,109.653,105.872,69.6904,111.464,107.412,94.0475,91.9011,97.7447,69.867,104.645,113.399,104.366,119.751,88.3664,92.3687,90.913,75.402,88.4658,76.5058,106.547
BRL1,15.6954,20.8947,15.8905,13.1481,16.5116,18.6643,19.786,17.3447,17.2854,15.9546,16.3684,16.8139,12.8111,17.142,16.0336,16.7557,15.9061,16.8204,13.9289,14.9703,16.0172,16.6301,18.2949,18.4991
ACC1,315.844,309.547,258.245,295.083,298.411,308.24,332.234,319.916,283.519,307.136,327.484,307.693,357.842,339.288,328.074,350.353,385.763,454.715,445.948,395.748,474.442,414.478,445.005,461.37
