well,operation,volume,unix_time,JST(GMT+9),tip_from,remark
"C1 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1662.8,1705479881.034874,2024-01-17 17:24:41,D2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T1_RNAseq
"C1 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705479934.6758337,2024-01-17 17:25:34,D2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T1_RNAseq
"C1 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705479950.198753,2024-01-17 17:25:50,D2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T1_96well
"C2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705479950.1988134,2024-01-17 17:25:50,D2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T1_96well
"C2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705479953.3758714,2024-01-17 17:25:53,D2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T1_96well
"C2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705479960.691367,2024-01-17 17:26:00,C1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T1_spotting on Deck6
"E4 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705479960.6914291,2024-01-17 17:26:00,C1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T1_spotting on Deck6
"C2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705479968.6215267,2024-01-17 17:26:08,C1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T1_spotting on Deck9
"E4 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705479968.621593,2024-01-17 17:26:08,C1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T1_spotting on Deck9
"C2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705479975.26175,2024-01-17 17:26:15,C1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T1_edge-spotting on Deck6
"D3 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705479975.2618105,2024-01-17 17:26:15,C1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T1_edge-spotting on Deck6
"C2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705479981.8617315,2024-01-17 17:26:21,C1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T1_edge-spotting on Deck9
"D3 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705479981.8617926,2024-01-17 17:26:21,C1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T1_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705480031.344298,2024-01-17 17:27:11,E2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T1_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1664.7,1705480072.654829,2024-01-17 17:27:52,E2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T1_RNAseq
"D1 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1664.7,1705480072.6549044,2024-01-17 17:27:52,E2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T1_RNAseq
"D1 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705480167.7658195,2024-01-17 17:29:27,E2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T1_RNAseq
"D1 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705480205.4288416,2024-01-17 17:30:05,E2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T1_96well
"D2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705480205.428903,2024-01-17 17:30:05,E2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T1_96well
"D2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705480209.147626,2024-01-17 17:30:09,E2 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T1_96well
"D2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480225.3813078,2024-01-17 17:30:25,D1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T1_spotting on Deck6
"F4 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480225.3813987,2024-01-17 17:30:25,D1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T1_spotting on Deck6
"D2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480233.301705,2024-01-17 17:30:33,D1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T1_spotting on Deck9
"F4 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480233.3017676,2024-01-17 17:30:33,D1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T1_spotting on Deck9
"D2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480239.9318159,2024-01-17 17:30:39,D1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T1_edge-spotting on Deck6
"E3 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480239.9318774,2024-01-17 17:30:39,D1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T1_edge-spotting on Deck6
"D2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480246.532046,2024-01-17 17:30:46,D1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T1_edge-spotting on Deck9
"E3 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480246.5321093,2024-01-17 17:30:46,D1 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T1_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705480295.9737608,2024-01-17 17:31:35,F2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T1_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1649.5,1705480307.9349182,2024-01-17 17:31:47,F2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T1_RNAseq
"A2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1649.5,1705480307.9349916,2024-01-17 17:31:47,F2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T1_RNAseq
"A2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705480349.1558166,2024-01-17 17:32:29,F2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T1_RNAseq
"A2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705480357.5388274,2024-01-17 17:32:37,F2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T1_96well
"E2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705480357.5388877,2024-01-17 17:32:37,F2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T1_96well
"E2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705480360.5058186,2024-01-17 17:32:40,F2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T1_96well
"E2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480365.2213173,2024-01-17 17:32:45,E1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T1_spotting on Deck6
"C5 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480365.2213786,2024-01-17 17:32:45,E1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T1_spotting on Deck6
"E2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480373.0017395,2024-01-17 17:32:53,E1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T1_spotting on Deck9
"C5 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480373.001801,2024-01-17 17:32:53,E1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T1_spotting on Deck9
"E2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480379.541955,2024-01-17 17:32:59,E1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T1_edge-spotting on Deck6
"F3 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480379.5420172,2024-01-17 17:32:59,E1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T1_edge-spotting on Deck6
"E2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480386.1217353,2024-01-17 17:33:06,E1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T1_edge-spotting on Deck9
"F3 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480386.1217985,2024-01-17 17:33:06,E1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T1_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705480435.6136,2024-01-17 17:33:55,G2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T1_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1651.4,1705480449.6948287,2024-01-17 17:34:09,G2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T1_RNAseq
"B2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1651.4,1705480449.6949031,2024-01-17 17:34:09,G2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T1_RNAseq
"B2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705480494.435937,2024-01-17 17:34:54,G2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T1_RNAseq
"B2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705480504.9386613,2024-01-17 17:35:04,G2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T1_96well
"F2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705480504.9387214,2024-01-17 17:35:04,G2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T1_96well
"F2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705480507.9359121,2024-01-17 17:35:07,G2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T1_96well
"F2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480513.3312073,2024-01-17 17:35:13,F1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T1_spotting on Deck6
"D5 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480513.331268,2024-01-17 17:35:13,F1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T1_spotting on Deck6
"F2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480521.2016983,2024-01-17 17:35:21,F1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T1_spotting on Deck9
"D5 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480521.20176,2024-01-17 17:35:21,F1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T1_spotting on Deck9
"F2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480527.7418745,2024-01-17 17:35:27,F1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T1_edge-spotting on Deck6
"G3 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480527.7419362,2024-01-17 17:35:27,F1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T1_edge-spotting on Deck6
"F2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480534.3217306,2024-01-17 17:35:34,F1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T1_edge-spotting on Deck9
"G3 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480534.3217907,2024-01-17 17:35:34,F1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T1_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705480583.8736916,2024-01-17 17:36:23,H2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T1_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1668.6,1705480603.0349162,2024-01-17 17:36:43,H2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T1_RNAseq
"C2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1668.6,1705480603.0349894,2024-01-17 17:36:43,H2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T1_RNAseq
"C2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705480657.2857037,2024-01-17 17:37:37,H2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T1_RNAseq
"C2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705480672.828563,2024-01-17 17:37:52,H2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T1_96well
"G2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705480672.8286233,2024-01-17 17:37:52,H2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T1_96well
"G2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705480675.9157887,2024-01-17 17:37:55,H2 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T1_96well
"G2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480683.231245,2024-01-17 17:38:03,G1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T1_spotting on Deck6
"E5 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480683.2313063,2024-01-17 17:38:03,G1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T1_spotting on Deck6
"G2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480691.0817738,2024-01-17 17:38:11,G1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T1_spotting on Deck9
"E5 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480691.0818367,2024-01-17 17:38:11,G1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T1_spotting on Deck9
"G2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480697.6123712,2024-01-17 17:38:17,G1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T1_edge-spotting on Deck6
"B4 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480697.612437,2024-01-17 17:38:17,G1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T1_edge-spotting on Deck6
"G2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480704.091941,2024-01-17 17:38:24,G1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T1_edge-spotting on Deck9
"B4 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480704.0920055,2024-01-17 17:38:24,G1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T1_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705480753.1838813,2024-01-17 17:39:13,A3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T1_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1558.4,1705480794.504793,2024-01-17 17:39:54,A3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T1_RNAseq
"D2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1558.4,1705480794.50487,2024-01-17 17:39:54,A3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T1_RNAseq
"D2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705480885.4460807,2024-01-17 17:41:25,A3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T1_RNAseq
"D2 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705480923.1158519,2024-01-17 17:42:03,A3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T1_96well
"H2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705480923.115947,2024-01-17 17:42:03,A3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T1_96well
"H2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705480926.7357767,2024-01-17 17:42:06,A3 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T1_96well
"H2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480942.9615452,2024-01-17 17:42:22,H1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T1_spotting on Deck6
"F5 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480942.9616072,2024-01-17 17:42:22,H1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T1_spotting on Deck6
"H2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480950.8519936,2024-01-17 17:42:30,H1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T1_spotting on Deck9
"F5 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480950.8520606,2024-01-17 17:42:30,H1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T1_spotting on Deck9
"H2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480957.3920872,2024-01-17 17:42:37,H1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T1_edge-spotting on Deck6
"G4 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705480957.3921509,2024-01-17 17:42:37,H1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T1_edge-spotting on Deck6
"H2 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705480963.9621542,2024-01-17 17:42:43,H1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T1_edge-spotting on Deck9
"G4 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705480963.9622164,2024-01-17 17:42:43,H1 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T1_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705481013.3741903,2024-01-17 17:43:33,B3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T2_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1714.3,1705481025.3247945,2024-01-17 17:43:45,B3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T2_RNAseq
"A3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1714.3,1705481025.3248727,2024-01-17 17:43:45,B3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T2_RNAseq
"A3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705481067.2358675,2024-01-17 17:44:27,B3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T2_RNAseq
"A3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705481075.619858,2024-01-17 17:44:35,B3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T2_96well
"A3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705481075.619921,2024-01-17 17:44:35,B3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T2_96well
"A3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705481078.6856863,2024-01-17 17:44:38,B3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T2_96well
"A3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481083.371292,2024-01-17 17:44:43,A2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T2_spotting on Deck6
"C6 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481083.3713553,2024-01-17 17:44:43,A2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T2_spotting on Deck6
"A3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481091.3218362,2024-01-17 17:44:51,A2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T2_spotting on Deck9
"C6 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481091.3219006,2024-01-17 17:44:51,A2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T2_spotting on Deck9
"A3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481097.9725769,2024-01-17 17:44:57,A2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T2_edge-spotting on Deck6
"B5 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481097.9726436,2024-01-17 17:44:57,A2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T2_edge-spotting on Deck6
"A3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481104.5917609,2024-01-17 17:45:04,A2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T2_edge-spotting on Deck9
"B5 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481104.591823,2024-01-17 17:45:04,A2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T2_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705481153.8337839,2024-01-17 17:45:53,C3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T2_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1662.8,1705481167.9446867,2024-01-17 17:46:07,C3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T2_RNAseq
"B3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1662.8,1705481167.9447613,2024-01-17 17:46:07,C3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T2_RNAseq
"B3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705481213.3194983,2024-01-17 17:46:53,C3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T2_RNAseq
"B3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705481223.8290827,2024-01-17 17:47:03,C3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T2_96well
"B3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705481223.8291438,2024-01-17 17:47:03,C3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T2_96well
"B3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705481226.9256644,2024-01-17 17:47:06,C3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T2_96well
"B3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481232.3013945,2024-01-17 17:47:12,B2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T2_spotting on Deck6
"D6 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481232.3014565,2024-01-17 17:47:12,B2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T2_spotting on Deck6
"B3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481240.221768,2024-01-17 17:47:20,B2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T2_spotting on Deck9
"D6 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481240.2218304,2024-01-17 17:47:20,B2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T2_spotting on Deck9
"B3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481246.8716486,2024-01-17 17:47:26,B2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T2_edge-spotting on Deck6
"G5 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481246.8717093,2024-01-17 17:47:26,B2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T2_edge-spotting on Deck6
"B3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481253.5819879,2024-01-17 17:47:33,B2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T2_edge-spotting on Deck9
"G5 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481253.5820496,2024-01-17 17:47:33,B2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T2_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705481303.2636204,2024-01-17 17:48:23,D3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T2_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1662.8,1705481322.4044504,2024-01-17 17:48:42,D3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T2_RNAseq
"C3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1662.8,1705481322.4045258,2024-01-17 17:48:42,D3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T2_RNAseq
"C3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705481377.1258397,2024-01-17 17:49:37,D3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T2_RNAseq
"C3 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705481392.658712,2024-01-17 17:49:52,D3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T2_96well
"C3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705481392.6587744,2024-01-17 17:49:52,D3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T2_96well
"C3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705481395.835888,2024-01-17 17:49:55,D3 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T2_96well
"C3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481403.1413796,2024-01-17 17:50:03,C2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T2_spotting on Deck6
"E6 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705481403.141443,2024-01-17 17:50:03,C2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T2_spotting on Deck6
"C3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481411.061781,2024-01-17 17:50:11,C2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T2_spotting on Deck9
"E6 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705481411.061841,2024-01-17 17:50:11,C2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T2_spotting on Deck9
"C3 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705481417.7118368,2024-01-17 17:50:17,C2 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T2_edge-spotting on Deck6
