row,col,maxslp,maxslp_t,nr,nr_t,g,b,name,source,RNAseq,96well,agarPlate,elapsed_time,biorep,speed,techrep,neighbour
2,2,0.00317993647027184,12.3206697058595,0.273544064306463,10.0740017057261,0.0115450409054729,15.6669649228585,F9,5099.941898584366,5234.3839638233185,5275.693938732147,5299.709912061691,199.76801347732544,2,50,3,8
2,3,0.00325624694983914,12.2990671289351,0.304814857914337,10.0163948339278,0.0101276224826188,14.1669623611406,F8,4368.711975574493,4506.953826904297,4548.333717823029,4572.499862909317,203.7878873348236,1,50,3,8
2,4,0.00311185755370522,12.3206697058595,0.319562706634358,10.0379974108522,0.00983503603093481,14.8336283321357,F7,3643.3021092414856,3776.653933286667,3817.933968067169,3842.030099630356,198.72799038887024,2,50,2,8
2,5,0.0031727784345105,12.3062679879099,0.272076296479185,10.0668008467513,0.00994360779928158,14.5002957816695,F6,2917.1521515846252,3054.3137567043304,3095.6839039325714,3119.8297708034515,202.6776192188263,1,50,2,8
2,6,0.00316971451863601,14.4809273982954,0.283948896111497,12.169451667389,0.00971721234892523,15.3336288600837,F5,2196.7019476890564,2328.964147090912,2370.253843307495,2394.370059967041,197.66811227798462,2,50,1,8
2,7,0.00314837394932432,14.4809273982954,0.270725712185893,12.1766525263637,0.0103007245659486,15.8336286285091,F4,1474.8623642921448,1611.2838859558105,1652.6656923294067,1676.8197712898254,201.95740699768066,1,50,1,8
3,2,0.00322359493716562,14.459324821371,0.326522645366367,10.0379974108522,0.0109241262667305,15.3336296709921,E9,4927.821835756302,5003.403902292252,5022.053954601288,5037.259869337082,109.43803358078003,2,130,3,8
3,3,0.00321398766147882,12.335071423809,0.354612281343591,10.0019931159783,0.00954301175581815,14.5002948526456,E8,4197.061689853668,4272.033826112747,4290.743994235992,4305.999921321869,108.93823146820068,1,130,3,8
3,4,0.00311403486625422,14.4737265393206,0.322276952005041,10.0595999877766,0.00922111703570686,14.8336281130801,E7,3472.6020591259003,3547.173928499222,3565.783835887909,3580.9800910949707,108.37803196907043,2,130,2,8
3,5,0.00312838086401201,14.4665256803458,0.342044455425849,10.0235956929026,0.00946278803644512,14.6669615625273,E6,2746.781686782837,2820.6439061164856,2839.3539543151855,2854.5798473358154,107.79816055297852,1,130,2,8
3,6,0.00313179016064175,14.5025299752197,0.338366869785389,10.0740017057261,0.00893876962823639,15.3336279761986,E5,2027.391757965088,2100.8037700653076,2119.4338552951813,2134.5998401641846,107.20808219909668,2,130,1,8
3,7,0.00323636362320467,14.5025299752197,0.3390648714241,10.0668008467513,0.00973984456898951,15.6669625182214,E4,1305.361876964569,1378.1939001083374,1396.8939378261566,1412.1395931243896,106.77771615982056,1,130,1,8
4,2,0.00330242633569261,14.4809273982954,0.347530092223991,10.0307965518774,0.00989224030219352,15.1669619106624,D9,4777.222235441208,4838.273885965347,4851.794147968292,4865.0914788246155,87.86924338340759,2,210,3,8
4,3,0.00330926090960637,14.4809273982954,0.370150303456995,9.97318968007912,0.00966264163456138,14.8336282519773,D8,4046.3925788402557,4106.944033622742,4120.5638728141785,4133.920174598694,87.52759575843811,1,210,3,8
4,4,0.0031560196150221,14.4809273982954,0.761359699517072,0.00720085897478637,0.009457237843197,14.666962373731,D7,3323.1219069957733,3383.0338304042816,3396.5439162254333,3409.7898137569427,86.66790676116943,2,210,2,8
4,5,0.00321133008719665,14.4737265393206,0.380319799546669,9.95878796212955,0.00961269058894329,14.6669632127545,D6,2597.3518505096436,2656.8375647068024,2670.4437308311462,2683.7398343086243,86.38798379898071,1,210,2,8
4,6,0.00317103448535874,14.5313334111189,0.354214410496212,12.1550499494394,0.00872915285936681,15.6669617477156,D5,1879.1316664218903,1937.9540033340454,1951.4539783000946,1964.7197647094727,85.5880982875824,2,210,1,8
4,7,0.00324697748087938,14.5169316931693,0.344009332291506,12.1478490904646,0.00965167361143004,15.8336293871631,D4,1157.4117403030396,1215.8138763904572,1229.394002199173,1242.7200675010681,85.30832719802856,1,210,1,8
5,2,0.00340688943719497,14.4737265393206,0.336840514831849,10.0595999877766,0.0161367537287275,15.6669560106058,C9,4635.3318474292755,4690.503849029541,4701.873894453049,4714.4399766922,79.1081292629242,2,290,3,8
5,3,0.00334698308613463,14.4881282572702,0.345901246996405,10.0523991288018,0.0100094813844182,15.1669625550024,C8,3904.6819047927856,3959.6637535095215,3971.143569946289,3983.7100496292114,79.02814483642578,1,290,3,8
5,4,0.00322805633275886,14.495329116245,0.352971761783394,10.0523991288018,0.00982620936585399,15.5002958787873,C7,3182.752038002014,3236.8038623332977,3248.15394449234,3260.6498930454254,77.89785504341125,2,290,2,8
5,5,0.00326749246073316,14.4881282572702,0.320656454926294,10.0668008467513,0.0101956566983435,15.3336295121303,C6,2456.8922567367554,2510.753933906555,2522.203752756119,2534.839902639389,77.94764590263367,1,290,2,8
5,6,0.00308340275884805,14.5817394239424,0.395194950284505,12.1910542443133,0.00862799177889002,17.0002948247728,C5,1739.491827249527,1792.6738829612732,1804.023885011673,1816.5198059082031,77.02797865867615,2,290,1,8
5,7,0.00326737796575716,14.560136847018,0.374115257049112,12.1838533853385,0.00971474358498585,16.8336296913085,C4,1018.0117948055267,1070.7238450050354,1082.1940953731537,1094.8299016952515,76.81810688972473,1,290,1,8
