"","Barcode","Row","Column","Col","ScreenID","Treatment","Medium","ORF","Screen.Name","Library.Name","MasterPlate.Number","Timeseries.order","Inoc.Time","TileX","TileY","XOffset","YOffset","Threshold","EdgeLength","EdgePixels","RepQuad","K","r","g","v","objval","tshift","t0","d0","nAUC","nSTP","nr","nr_t","maxslp","maxslp_t","Gene","Model","TimeFormat","Normalization","AUCLim","MDP","MDR","MDRMDP","DT","AUC","glog_maxslp"
"1","QFA1705484730",1,1,1,"","UNKNOWN","UNKNOWN","EDGE_1","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0682749452340154,0.145246339320553,0.00235578744986889,1,0.000295871746185816,2.83333333333333,0,0.00209195595854399,3.38268929864866,0.0322079889126611,0.212741861265187,12.1838533853385,0.0031451174280217,12.3278705648343,"EDGE_1","Slog","h","Raw",72.0013888888889,4.85707496827185,0.199093337792406,15.7633548696749,120.546474664184,3.16410218666624,0.002479171465638
"2","QFA1705484730",1,2,2,"","UNKNOWN","UNKNOWN","EDGE_7","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0614722535747103,0.152576333182905,0.00209086966602994,1,0.000243587587579955,2.16666666666667,0,0.00184016527322907,3.12300445623189,0.0306125330327211,0.224055768791587,12.1982551032881,0.00309635086386678,14.4665256803458,"EDGE_7","Slog","h","Raw",72.0013888888889,4.87776033556743,0.209297422579837,16.5395784512487,114.669352848075,2.91354532337382,0.00234480276072976
"3","QFA1705484730",1,3,3,"","UNKNOWN","UNKNOWN","EDGE_9","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0593842658409131,0.142375548987754,0.00297395957122564,1,0.000229184954648647,3.33333333333333,0,0.00262198836160019,3.07780516882217,0.0311878145487001,0.197479867871664,12.2054559622629,0.00305528991374066,12.3206697058595,"EDGE_9","Slog","h","Raw",72.0013888888889,4.319623792102,0.190517924724881,15.0460439221405,125.972398842037,2.81305806608494,0.00211371686258369
"4","QFA1705484730",1,4,4,"","UNKNOWN","UNKNOWN","EDGE_11","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0569123065357296,0.151790292108395,0.002315373717709,1,0.000206367756541999,2.33333333333333,0,0.00203904735309626,2.95836744255677,0.0299763618479263,0.214747590518982,12.2126568212377,0.00301903254260744,14.4737265393206,"EDGE_11","Slog","h","Raw",72.0013888888889,4.61942367145649,0.20610206627685,16.2641502524527,116.44715860229,2.73067675183613,0.00215968390840522
"5","QFA1705484730",1,5,5,"","UNKNOWN","UNKNOWN","EDGE_13","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0595665068579661,0.151278044266438,0.00251772714118073,1,0.000223770263477372,2.5,0,0.00213656716345635,3.11020599921732,0.0317447825754398,0.204507589476322,12.1838533853385,0.00311802924115451,12.3134688468847,"EDGE_13","Slog","h","Raw",72.0013888888889,4.5643075135137,0.204905070880462,16.1831663533247,117.12740878922,2.86201966238132,0.00225277616531412
"6","QFA1705484730",1,6,6,"","UNKNOWN","UNKNOWN","EDGE_15","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0590190217967221,0.153852267629657,0.00239443191915524,1,0.000234477272604355,3.33333333333333,0,0.00210100133420193,3.03795493372663,0.0301965348519333,0.215563645111772,12.2054559622629,0.00303334809031303,14.4737265393206,"EDGE_15","Slog","h","Raw",72.0013888888889,4.62342468805793,0.208938097526475,16.4989068126524,114.866557531275,2.84783417522877,0.00227005258417746
"7","QFA1705484730",1,7,7,"","UNKNOWN","UNKNOWN","EDGE_17","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0579954875893945,0.146304057492468,0.00246252808208459,1,0.000212970195645017,2.16666666666667,0,0.00211969449582339,2.99688223402033,0.0302141485608156,0.205927578917908,12.2198576802125,0.00306321652994435,14.4881282572702,"EDGE_17","Slog","h","Raw",72.0013888888889,4.55772857200919,0.198108696296373,15.6387573104101,121.145615758814,2.74637832715898,0.00212124378764563
"8","QFA1705484730",1,8,8,"","UNKNOWN","UNKNOWN","EDGE_19","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0681348153335768,0.140486153288679,0.00189811466894808,1,0.000281332071818554,2.16666666666667,0,0.00165831843958714,3.22196833221792,0.0284152101080011,0.224723207011834,12.2558619750864,0.00311349211044865,14.5529359880433,"EDGE_19","Slog","h","Raw",72.0013888888889,5.16575311460902,0.194519258501925,15.400622358041,123.381099562244,3.03323922048209,0.00239299952781218
"9","QFA1705484730",2,1,1,"","UNKNOWN","UNKNOWN","EDGE_2","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0616045357069462,0.19370261177503,0.000907262190779811,1,0.000309519074830084,1.83333333333333,0,0.000788897543691528,3.0733655338406,0.0303783460207172,0.288535646415511,10.0740017057261,0.00312382007726375,14.4737265393206,"EDGE_2","Slog","h","Raw",72.0013888888889,6.08537322757192,0.273511157908251,21.6148709644274,87.7477912913914,3.02880907500208,0.0029832398659059
"10","QFA1705484730",2,2,2,"","UNKNOWN","UNKNOWN","SAMPLE_1","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0533166691588293,0.218171350090996,0.00115179342455878,1,0.000241879254157425,2.83333333333333,0,0.000992258760839363,2.88466084960429,0.0309083821848828,0.273544064306463,10.0740017057261,0.00317993647027184,12.3206697058595,"SAMPLE_1","Slog","h","Raw",72.0013888888889,5.5326327579337,0.304932410496479,24.0344471825832,78.7059662202655,2.81876606905526,0.00290804242318418
