"","Barcode","Row","Column","Col","ScreenID","Treatment","Medium","ORF","Screen.Name","Library.Name","MasterPlate.Number","Timeseries.order","Inoc.Time","TileX","TileY","XOffset","YOffset","Threshold","EdgeLength","EdgePixels","RepQuad","K","r","b","objval","g","yShift","t0","d0","nAUC","nSTP","nr","nr_t","maxslp","maxslp_t","Gene","Model","TimeFormat","Normalization","AUCLim","MDP","MDR","MDRMDP","AUC","DT"
"1","QFA1705484730",1,1,1,"","UNKNOWN","UNKNOWN","EDGE_1","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0723763081467095,0.00610562841450314,19.1669589921539,0.000610578713478252,0.0183082322890953,0.00203106413667326,0,0.00209195595854399,3.38268929864866,0.0322079889126611,0.212741861265187,12.1838533853385,0.0031451174280217,12.3278705648343,"EDGE_1","Gmp","h","Raw",72.0013888888889,1.98302501732442,0.00551763840151053,0.0109416149867453,3.64170843481807,4349.68699533295
"2","QFA1705484730",1,2,2,"","UNKNOWN","UNKNOWN","EDGE_7","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0644514958231651,0.00582025230944492,17.6669575279674,0.000510622518642207,0.0171745853913235,0.00179533554926832,0,0.00184016527322907,3.12300445623189,0.0306125330327211,0.224055768791587,12.1982551032881,0.00309635086386678,14.4665256803458,"EDGE_7","Gmp","h","Raw",72.0013888888889,1.90793857016341,0.00508511372743752,0.00970208461424549,3.35030965346631,4719.65845532702
"3","QFA1705484730",1,3,3,"","UNKNOWN","UNKNOWN","EDGE_9","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0608642234017852,0.00565309068884994,17.0002898256278,0.000474369799418237,0.0166117211072313,0.00255531647012305,0,0.00262198836160019,3.07780516882217,0.0311878145487001,0.197479867871664,12.2054559622629,0.00305528991374066,12.3206697058595,"EDGE_9","Gmp","h","Raw",72.0013888888889,1.87339289093007,0.00485758014765569,0.00910015611574122,3.2083778417173,4940.73165454257
"4","QFA1705484730",1,4,4,"","UNKNOWN","UNKNOWN","EDGE_11","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0584749031931091,0.00551792902565592,16.8336229099403,0.000427615621642606,0.016141087450251,0.00200323086981275,0,0.00203904735309626,2.95836744255677,0.0299763618479263,0.214747590518982,12.2126568212377,0.00301903254260744,14.4737265393206,"EDGE_11","Gmp","h","Raw",72.0013888888889,1.85707978965005,0.00470310824377105,0.00873404726804375,3.09427288964495,5103.00821414994
"5","QFA1705484730",1,5,5,"","UNKNOWN","UNKNOWN","EDGE_13","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0614428784003316,0.00573534101737355,16.6669566950191,0.000461683714349494,0.0168000559692925,0.00213656716345635,0,0.00213656716345635,3.11020599921732,0.0317447825754398,0.204507589476322,12.1838533853385,0.00311802924115451,12.3134688468847,"EDGE_13","Gmp","h","Raw",72.0013888888889,1.87077976390103,0.00492190926656127,0.00920780825563979,3.26006062889146,4876.15652792555
"6","QFA1705484730",1,6,6,"","UNKNOWN","UNKNOWN","EDGE_15","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0612413247977996,0.00567278729206812,17.3336234095686,0.000471110368715268,0.0165834441655497,0.00204843610654512,0,0.00210100133420193,3.03795493372663,0.0301965348519333,0.215563645111772,12.2054559622629,0.00303334809031303,14.4737265393206,"EDGE_15","Gmp","h","Raw",72.0013888888889,1.88476182521578,0.0049016645677579,0.00923847025732292,3.20746460142325,4896.29587423563
"7","QFA1705484730",1,7,7,"","UNKNOWN","UNKNOWN","EDGE_17","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0597076287562084,0.00559170429642361,17.1669561123333,0.000445230221108325,0.0163024726898364,0.00211527704877841,0,0.00211969449582339,2.99688223402033,0.0302141485608156,0.205927578917908,12.2198576802125,0.00306321652994435,14.4881282572702,"EDGE_17","Gmp","h","Raw",72.0013888888889,1.87282447138659,0.00480348721791123,0.00899608840969687,3.13858073304884,4996.37011846495
"8","QFA1705484730",1,8,8,"","UNKNOWN","UNKNOWN","EDGE_19","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0716070903804193,0.00602343401144651,20.6669589804603,0.000606887337878647,0.0176107439966503,0.00162479952702089,0,0.00165831843958714,3.22196833221792,0.0284152101080011,0.224723207011834,12.2558619750864,0.00311349211044865,14.5529359880433,"EDGE_19","Gmp","h","Raw",72.0013888888889,2.02364658750003,0.00553680220805809,0.0112045308939994,3.49507583545447,4334.63199481303
"9","QFA1705484730",2,1,1,"","UNKNOWN","UNKNOWN","EDGE_2","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0658074966084784,0.00581475030571494,18.0002904079725,0.000521744675121366,0.0174199587362426,0.00078020748001794,0,0.000788897543691528,3.0733655338406,0.0303783460207172,0.288535646415511,10.0740017057261,0.00312382007726375,14.4737265393206,"EDGE_2","Gmp","h","Raw",72.0013888888889,1.91751073462363,0.00510312621266556,0.00978529929292545,3.3954578831469,4702.99949478692
"10","QFA1705484730",2,2,2,"","UNKNOWN","UNKNOWN","SAMPLE_1","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0527246063212102,0.00981369032331023,15.6669649228585,0.000402130181466501,0.0115450409054729,0.000992258760839363,0,0.000992258760839363,2.88466084960429,0.0309083821848828,0.273544064306463,10.0740017057261,0.00317993647027184,12.3206697058595,"SAMPLE_1","Gmp","h","Raw",72.0013888888889,2.19120313312522,0.00960103433909106,0.0210378165250591,2.90998800086023,2499.73066988031
