gene_id,130vs50,210vs50,290vs50,BR1vsBR2,logCPM,F,PValue,FDR
YNL058C,0.07074740489751237,0.1069853916195193,0.2187352608022852,0.10916319721852204,7.884398195630577,14.251650717630833,7.27747358386151e-6,0.01997346380346187
URA2,0.055054109398568696,0.10005771348268813,0.22582587297996748,0.12412741267363595,11.082731221956086,14.130261097287335,7.768752937947051e-6,0.01997346380346187
RPL39,-0.1517410954215571,-0.23120927308796047,-0.35623581564662893,-0.09620058711963764,7.085077874549101,10.4023734188778,7.155347468763373e-5,0.09281201428740482
COM2,-0.2302921472876229,-0.29923677532929954,-0.2569314390384997,-0.14932130086726833,6.2461664373934545,10.388752795103848,7.219915541610643e-5,0.09281201428740482
TDA6,-0.26170023848670776,-0.519636778772773,-0.42190019068457885,-0.12537330287959705,4.7484870857909565,8.23968244785254,3.287076134000828e-4,0.32219432439171847
RPS30A,-0.1117933500620862,-0.15356116649533438,-0.21712348735796533,-0.06715762147274831,7.773133254882099,7.926696095301649,4.1735406434246884e-4,0.32219432439171847
SSP2,0.24165382947366287,0.25919679986157906,0.14315828810900758,-0.44398813519759245,1.5872668296400787,7.525930412048571,5.715101034728296e-4,0.32219432439171847
GDE1,0.09308892630885707,0.09815420583904035,0.21247093851501864,0.03350223182307296,7.476839589873872,7.4816523432334625,5.913021664097243e-4,0.32219432439171847
PCS60,0.00974706091550994,0.05157352002104063,0.07793366595523094,0.10889224498783202,7.724885394114479,7.438153783278217,6.121374152854063e-4,0.32219432439171847
RPS20,-0.04372456848729285,-0.0881752160066527,-0.12228603117004226,-0.10318097942333761,10.36191572695446,7.40890905126497,6.265933963277294e-4,0.32219432439171847
IRC7,-0.04722929990794754,-0.08369268340881733,-0.130555095247328,-0.2539097700667338,6.834766313562102,7.260974883609873,7.056394995061273e-4,0.32985439149640966
SYG1,-0.09771554512369633,-0.12998149752415486,-0.18139981402281533,-0.17518384623655883,7.232351379170724,6.995340464505632,8.761837170690419e-4,0.3754119002216617
LCB5,0.021840670467294116,0.029370442762371416,0.16187140219596677,0.09565954533268306,6.423028925099046,6.823415142050103,0.0010101825919081608,0.3754119002216617
YBR238C,-0.22095383297529053,-0.22272158278340867,-0.3214013067399741,-0.25510674077769074,6.262930149684414,6.809311629700888,0.0010221249714319845,0.3754119002216617
TAF7,0.1277629189094034,0.09828949042465394,0.22179542463393256,0.05262789317709989,6.079759008437615,6.698496552786197,0.0011214751623955688,0.384441685669201
CDC39,-0.03233281716402646,0.011576907421464987,-0.018864400255654508,-0.09228767360157367,8.146179521664662,6.293560128184098,0.0015841847500025954,0.46301295205453596
GAG1,-0.008090889044019584,0.04042918629765564,-0.1652540800408817,-0.22982207005694733,4.3963903828962305,6.241264686175803,0.0016577521276530235,0.46301295205453596
PSK2,0.010167467867141188,-3.259309706426649e-4,0.0342625983484368,-0.14501743507731607,6.951568163754106,6.218060908444201,0.0016915152745842614,0.46301295205453596
VTC2,0.060159224753890246,0.056594386024828115,0.0845324542524938,0.06858205901374025,9.482358119429342,6.197551802268572,0.00172201645888771,0.46301295205453596
RPL28,-0.05543748168579739,-0.1176572868156038,-0.16371532795600421,-0.12887613443193166,10.72955211965805,6.141532820637429,0.001808414246392919,0.46301295205453596
CTR1,-0.007878817630566668,0.07957549183819557,0.06730902629994749,-0.3213773641925311,6.26199822687579,5.994926685327311,0.0020576134075908797,0.46301295205453596
CTR3,-0.03177948768631883,-0.047294950804596135,0.054528144923297245,-0.29476096722219514,2.2954293699936645,5.96267058111786,0.002117975282826652,0.46301295205453596
VTC5,-0.04800926578218539,-0.06524955839230419,-0.1308709201761099,-0.0945108281420664,7.383499096554355,5.816067519477543,0.0024132888900965377,0.46301295205453596
CUR1,-0.11331155014899515,-0.1511655150853801,-0.23773252832654676,-0.091991265229696,5.215532788192799,5.731373059343627,0.0026045346108262485,0.46301295205453596
ARO4,-0.016295601898074955,-0.0399688916410236,-0.10743722879394442,-0.08294052422572626,9.730505467258107,5.725821069000708,0.0026176254664442176,0.46301295205453596
MSH4,-0.32253650617571106,-0.24442851514537559,-0.04723414159662584,-0.3310690990721461,2.111109653490547,5.699290983354705,0.0026822313339078803,0.46301295205453596
SEN2,-0.0017866783801736192,-0.0575296690022949,-0.15424314576411607,-0.10350861234154886,5.51747405154609,5.679285720575002,0.002730266899154968,0.46301295205453596
TMA17,-0.019081910146466364,0.02088629550206832,0.03539665359254173,0.2766834058191085,7.2816684887695935,5.6664858338026916,0.0027621579422986166,0.46301295205453596
OSH7,0.04732438903915174,0.0439076301750068,0.07858829651104374,0.09333583210860673,6.606358380985556,5.610909639001592,0.002905409679809473,0.46301295205453596
YLR124W,-0.591781644478228,0.7592417350886217,0.11573115487526929,-1.3162960527099214,-1.689627441097078,5.006244589547837,0.002980160995637604,0.46301295205453596
BRR1,-0.03299823769412397,-0.11019490536247163,-0.12417800878720359,-0.09159107289285075,5.733125140182707,5.551614785269826,0.003067181916446299,0.46301295205453596
RPL18B,-0.0451096200371835,-0.08263943555793155,-0.21741174634411398,-0.12095671891723764,9.815115700325189,5.521919138105126,0.003151842220551753,0.46301295205453596
EDC1,-0.03092816370906033,0.0047033760992426345,0.01769656581502316,0.19892770129947218,5.8715067061567225,5.43647395640018,0.003409910037980834,0.46301295205453596
RPS10B,-0.06015932311959683,-0.14449034891940488,-0.2049591364348326,-0.1261019752005153,8.256880122457689,5.412703190723474,0.0034857083772658693,0.46301295205453596
DYN1,-0.05868794358786565,0.009315494385971939,-0.0055655155709113295,-0.07226184436580027,6.759760345865416,5.3786673080645615,0.003597442411612811,0.46301295205453596
PLB3,-0.16436342968628329,-0.1068590072997036,-0.1688595288519432,-0.11635187841571593,6.264593991124402,5.3513642920373945,0.003689880193322552,0.46301295205453596
HMS2,-0.07061885098063768,-0.0825875101247024,-0.27808705668403005,-0.20066980590186434,4.712226595384207,5.350711205582632,0.0036921396169745427,0.46301295205453596
RPL25,-0.0514380446656738,-0.11820778078723745,-0.20113423988185636,-0.12414964948723331,10.07635487335254,5.330240549847724,0.0037631600100586325,0.46301295205453596
GYP8,0.021235070026355236,-0.0661720196026017,-3.775794139976629e-4,-0.13169193474319166,4.970811474318961,5.312032028420837,0.0038276083029113463,0.46301295205453596
AKR2,-0.02584721562034365,-0.018270947985312473,-0.048513229584807346,-0.13071060974615722,5.654948969091285,5.303603585210749,0.0038578298753338294,0.46301295205453596
PHO87,-0.036234105492242104,-0.02385723860326549,-0.06917653536608918,-0.11325711068282038,6.403722544778435,5.279667762737483,0.003945095059098075,0.46301295205453596
OPT1,-0.014795191717471831,-0.04243882604819132,-0.184794536583364,-0.13493824997847856,7.944258225345103,5.272361222241945,0.00397215691369843,0.46301295205453596
SNA4,-0.18086279606030706,-0.1429840893209002,-0.2058943613782336,-0.0764834220578596,4.182683487181291,5.202156527143818,0.004242869958756669,0.46301295205453596
MUP1,-0.09200020190193259,-0.15139233467262858,-0.34762496268097653,-0.035229719665926376,8.7014945986098,5.180649195774049,0.004329514769282512,0.46301295205453596
GIP3,-0.07442565616547148,-0.10874019985957976,-0.18557241083385126,-0.04008618324631932,6.743100909108989,5.15215512143761,0.004447520329271666,0.46301295205453596
GAP1,0.09698210537109846,0.12774489259106844,0.08354230333232969,0.1280098551482078,11.284396216413615,5.15005875913884,0.0044563374096283255,0.46301295205453596
RPP2A,-0.035356309006428666,-0.0970237082279658,-0.19394212348141196,-0.12829624562000166,8.872326441714158,5.147938069289347,0.004465277418377347,0.46301295205453596
FRE7,-0.22823886476896899,-0.07300397826713138,-0.3362343061080966,-0.37381134206211314,2.7693709485048132,5.133702100155043,0.004526516054200247,0.46301295205453596
GIT1,0.015053093428682373,-0.011195591603718946,-0.13307834049688022,0.25989886377918203,7.996495029358006,5.1282243218618975,0.004549318173989135,0.46301295205453596
RPS31,-0.05731129553628914,-0.10631267598916272,-0.1658879639777738,-0.10968121798116852,10.530667188079464,5.127189682372393,0.004553775723748799,0.46301295205453596
LPD1,-0.03740727233628517,-0.019363410422097528,-0.016093632279242556,0.06857360710798291,8.951657774736912,5.118291313207371,0.004592310492956307,0.46301295205453596
URC2,-0.09099568472262627,-0.03154359755553751,0.0014959277375191028,-0.1503878300883824,4.667011747582971,5.070512829355164,0.00480537076247053,0.4722340119437909
MKK2,-0.06064862876416397,-0.033088774906535626,-0.08422162777075375,-0.09410488823852804,5.905157387497658,5.041131298538607,0.004941655502470392,0.4722340119437909
ARG4,0.09574990426194338,0.0828932877055969,0.12958287545396244,0.08845975340768512,9.195802024807913,5.011934675074959,0.0050812535550263955,0.4722340119437909
SGM1,0.10214779377165784,0.12209690514360383,0.19934183719022328,0.06782844278772035,7.459935604496927,4.983541371464156,0.005221118221296358,0.4722340119437909
RPL37A,-0.03677320766135688,-0.1479721425310395,-0.257604818146362,-0.1141417560189683,8.422682843731772,4.963166979591293,0.005324047278847988,0.4722340119437909
WSC3,-0.05971752992229339,-0.062349635507048244,-0.14817672714535518,-0.1254306546113041,5.911540943128359,4.963165230999025,0.0053240606230216024,0.4722340119437909
RPL24A,-0.0650483750560023,-0.15056238874433608,-0.20288307148369333,-0.12969916749311478,8.141079821797936,4.936974132397853,0.0054596098437805236,0.4722340119437909
RPL31A,-0.03156324910080791,-0.10825198391912533,-0.17997343614315797,-0.10176351716296884,9.569358794079216,4.9346892473205735,0.005471611143818665,0.4722340119437909
TOS3,-0.259382511234982,-0.29890014471180887,-0.3526195681289473,-0.11844235587968231,5.3181902324177726,4.927359468395094,0.005510315191876206,0.4722340119437909
MEI5,-2.0460348283339673,-0.8691892908998389,0.17708949821023093,0.3093009926807188,-1.5898477120840986,4.448747901529895,0.0058832427053525605,0.4892290445667351
RPS13,-0.08140577813526678,-0.12040427934816432,-0.23335486760586438,-0.13484914479438131,9.780879721284693,4.85669263858613,0.005898911078011975,0.4892290445667351
BNR1,-0.06146719871514462,-0.010465003513084086,0.015020625834321951,-0.15240112286199592,5.505294905577858,4.758568571388763,0.006488494881737573,0.5295847727284857
RPL32,-0.030565572922508184,-0.07878817057151892,-0.16630938274204687,-0.09348042650947563,10.224753150732374,4.71070720097798,0.006798923001588708,0.5311789564940951
MUP3,-0.1479925795152793,-0.21014769109104606,-0.41935934336777847,0.030561961374626967,5.846299478824568,4.70804136961286,0.0068166859613438165,0.5311789564940951
STU1,0.010773438351917112,0.06142637226344592,0.08228277530433767,-0.09137822299670623,6.253989740825693,4.666874049511374,0.0070973583900214585,0.5311789564940951
RPL33A,-0.07354952508102126,-0.13216784573562176,-0.197009703241054,-0.09051467783353538,9.093232810579641,4.651756141580245,0.0072035433805693085,0.5311789564940951
RPT4,0.05560163753941221,0.04279425986603228,0.12248734963315318,0.05164222259173801,8.501364072211956,4.647804588933756,0.007231581481155356,0.5311789564940951
FLO8,-0.11021026563076712,-0.022645144013333,-0.011230732727113956,-0.08571901965760535,5.456691836825102,4.636781009558235,0.007310434540719207,0.5311789564940951
RPS26A,-0.059191509948844756,-0.08827391257060453,-0.12514299506280477,-0.05395974720336772,10.275482000509507,4.635829213515161,0.007317274867340138,0.5311789564940951
RPL24B,-0.05420520534481404,-0.10072491786469588,-0.1354892458257079,-0.06921023661582028,10.037696775989229,4.630478451017157,0.0073559181619410295,0.5311789564940951
RPS22A,-0.058767442907088456,-0.12479182273869524,-0.21177919903111062,-0.12103961644558858,9.464975049364933,4.609941836896781,0.007506294811573531,0.5311789564940951
RPL11A,-0.037148555644847356,-0.10169887968402178,-0.17428059806090496,-0.11017467564741175,10.293662393693412,4.605259048546587,0.007541047029184935,0.5311789564940951
RPP2B,-0.029089247294099826,-0.0722281365844787,-0.13701949029182833,-0.08969562919677415,9.67974441060184,4.589385126465665,0.007660151635335878,0.5322770230932038
ARV1,-0.01768783465752932,-0.053095105935998796,-0.10032809590998876,-0.1979032328552962,3.906866161581373,4.575113130061691,0.0077693563716654335,0.5326670728413821
SOD2,-0.012908460126438587,-0.01346096974285142,0.06712374160037028,0.21050623587145736,8.287100632451272,4.526694664921214,0.008150784474672578,0.5459975047424923
UBA1,0.03877277941087906,0.024361665920230344,0.06724745681744657,0.06393056488427783,9.402803108881471,4.523564167567446,0.008176158666894575,0.5459975047424923
SKI3,0.02248057659098398,0.015626812591072715,0.07154774266036387,-0.07095625484297775,7.088146101133173,4.491883107289164,0.008437808410166288,0.5562462928855776
CHS2,0.07516565663336877,0.11191048211812916,0.07875948529724772,0.09573586857595082,7.367295394877642,4.473395316034161,0.008594664370935397,0.5594147366499975
RPS17A,-0.0679364809071484,-0.11230688736986097,-0.18107720543882524,-0.1193257815950285,9.510967338313158,4.415668834301676,0.009105046305603411,0.5764582716017266
HAC1,-0.11462718751360079,-0.08759606646689935,-0.12792472730537296,-0.08127392476913148,8.7368718603997,4.39118245301375,0.009331344790107408,0.5764582716017266
DNA2,0.09523175452150959,0.0736388440486946,0.1384518844978448,-0.054170653631899025,6.195159943012517,4.3862711114955255,0.009377465845178042,0.5764582716017266
ROG1,0.017978387278407497,-0.04186755497701689,-0.034212769303180034,-0.14992760719917775,4.9695982186113135,4.386163695439499,0.009378497321727023,0.5764582716017266
RPS2,-0.027083585554972128,-0.08722283565152214,-0.16463835793283396,-0.0951802707821258,11.521166472853597,4.382075279181269,0.009417054611930188,0.5764582716017266
EGD2,-0.02968290966913687,-0.05394240349153034,-0.08765040287720824,-0.036242539461791914,9.548248021176017,4.368076850535114,0.009550459174577853,0.5777466008903449
TPO4,-0.1588350099656606,-0.08596381506824714,-0.21554319695881538,-0.025849089853803124,6.707590350164282,4.3375204737588025,0.009848804073457843,0.5888668668107003
SEC18,0.06264127332773858,0.059750874223121225,0.10974469446005543,0.05433727103852037,8.176863341544635,4.320112970167769,0.010023249505731,0.5893458357563157
YKL070W,-0.40821911006395456,-0.9417278014200211,-0.5978875904861563,-0.09029484110953907,0.08125200647007651,4.307026117980069,0.01022481973514485,0.5893458357563157
YKL222C,0.009220098715846645,-0.022996715131192374,-0.07417456209926213,-0.12075839700405668,4.933002361616296,4.294205434928037,0.010289110695866356,0.5893458357563157
IQG1,0.05808488950817373,0.04195417332763843,0.11568192027497999,-0.008281748671219787,7.448335023923112,4.291692480618922,0.010315271337625128,0.5893458357563157
YJR056C,-0.054630857876650715,-0.1417049446566614,-0.23926155657972853,-0.07049366346057136,4.079401822266375,4.256013582038936,0.010695352136334439,0.6020717387717993
RPS11B,-0.054797094752621664,-0.09068879090648076,-0.14038016192559774,-0.07592896599185504,9.737280244035816,4.248921301544547,0.01077218980299602,0.6020717387717993
YGR117C,-0.0496751362858997,-0.16931731842583192,-0.10620156007749292,-0.03866689479313108,5.867484391158588,4.201243752402943,0.011307409203771877,0.6207685333180242
RPL26B,-0.10654253768160157,-0.15049063810999677,-0.2593470805771038,-0.07519502337697456,6.053219520459185,4.186630493473509,0.01147714138969149,0.6207685333180242
YBR032W,-0.690566597845548,-0.4117536564400364,-0.5282909818494954,-0.9174390839082903,-1.4567889536083007,4.0434541696879025,0.011726412115811026,0.6207685333180242
BAP3,-0.027885755275445328,-0.09979349138814654,-0.158291455378579,-0.0734893870567555,8.756256061633113,4.162774689411361,0.011760155099215734,0.6207685333180242
RPL10,-0.029246654230822566,-0.07769315706308616,-0.15210148525943742,-0.11606059879772648,11.47394244885065,4.148420676761417,0.011934067747912544,0.6207685333180242
YHR180W,-0.0548424719508154,-0.16631940079937704,-0.34485608947228524,0.2201664097503054,1.8290599889813015,4.1482497156569504,0.01193995579914593,0.6207685333180242
SPL2,-0.05776796316451866,-0.0918739148424775,-0.03733299091296419,0.12156151444142624,7.0134514544110145,4.13507224514447,0.012098289157617435,0.6207685333180242
RPP1B,-0.03450208970020401,-0.09821002443357194,-0.18185322370009346,-0.06876754066915901,8.741974274361352,4.132717510456305,0.012127508885297268,0.6207685333180242
PEX9,0.20419652257624812,0.26726337283622736,-0.11000522739126817,-0.3220480404308374,1.1920537661581074,4.128180922010273,0.012193236457627469,0.6207685333180242
YRA2,0.032192249831896634,-0.10693723453633254,-0.06175628910247996,-0.02854495923626702,5.462879206279933,4.096523756392879,0.012586377051729396,0.6345014784312996
YML018C,-0.05239536503087337,-0.16694097986243084,-0.21744667527275668,-0.11322129018455049,6.305639021009636,4.066021530766977,0.012987606755135305,0.6383122535504222
CWC21,-0.11799547974074177,-0.2421980283863544,-0.19797088511155822,-0.07487396229899862,3.993384144547847,4.0454699847630256,0.013266211731312849,0.6383122535504222
STE2,-0.06850053947611165,-0.12908307218180365,-0.08822795929305685,-0.2886902411895503,2.8800281176043274,4.045054498689265,0.013272688016464439,0.6383122535504222
MCH5,-0.04140757013368778,-0.06213030330034686,-0.09759896574784346,-0.16909477420880833,6.897322244712166,4.042514898686823,0.01330622355574545,0.6383122535504222
GLR1,0.0450578491836165,0.057174441702253324,0.11336258100935974,0.05443956694229249,8.181844953364497,4.027898293886849,0.013508582043066819,0.6383122535504222
FAA3,-0.0154392069931021,-0.0880888173930133,-0.1384000650680229,-0.1685610115403984,6.033441826917914,4.02759330453132,0.013512846341301215,0.6383122535504222
BIO4,0.09399716347414795,8.376849770014272e-4,0.16165286086023425,-0.3150304766203363,3.635423707023108,4.021981828072923,0.013592046826746921,0.6383122535504222
SDO1,-0.08098814085830443,-0.11094675711210036,-0.17129145925312178,-0.09112991433213637,5.8069743465947905,4.014512768676136,0.013696818674650349,0.6383122535504222
MMS22,-0.09644872581456274,-0.05327972825992998,-0.05779189678574688,-0.1329592638538116,5.498560175954094,3.9970936464391493,0.013946014499507928,0.6383122535504222
ENA5,-0.19903975826411777,-0.3224467621062974,-0.25426829971054704,-0.2798448502082196,5.054916299814229,3.9957563053584857,0.013965361054549943,0.6383122535504222
RPL15B,-0.05744505426073008,-0.10680454574939158,-0.23043489577826812,-0.11040210366378457,8.94131150665282,3.9830110603297384,0.014151029614605726,0.6383122535504222
PRD1,0.028421822158383556,0.02598396142703315,0.06142329678303105,0.06471774296738815,8.207519913539048,3.982971281565254,0.014151613555960351,0.6383122535504222
CDC25,0.05228967551848527,0.08881439980337305,0.1217122563707499,-0.009594132572051205,7.991731749443094,3.9621410747372727,0.014460872932932991,0.6465896401838386
ADE3,0.008671364967495859,0.031266913511244596,0.08292874612957807,0.15413291222153508,10.085015006688064,3.9505280435474526,0.014636441263922126,0.6467103334446914
SSN2,0.09135043496712898,0.14000459061545414,0.17243178144145946,0.05629981773046354,6.42301926592562,3.945373171084026,0.014715112604634168,0.6467103334446914
SLX4,0.128089819237519,0.1142398324547369,0.18725986596135724,-0.0011045678751002523,5.43105221620065,3.9115678179104707,0.01524243878980094,0.6474380003974041
ULP1,0.027639810039382984,0.03335103242684305,0.059377817564273176,-0.07784561853601565,6.8494372542773005,3.9088210814784357,0.015286153984801078,0.6474380003974041
SNO1,-0.028857622511128982,0.052352228202852825,0.494981672118356,-0.033280968769388374,1.763758934154677,3.889985364180198,0.015594682949330379,0.6474380003974041
YNL179C,-0.4506501467894346,-0.2652008110669409,-0.3582970726039336,1.0509241149534336,-1.1294929134621208,3.865289114078383,0.01580300188080781,0.6474380003974041
YOL166C,0.8308568889616849,1.1656927893599012,1.263776684200736,-0.8259600182988783,-1.335290393173405,3.786749954928097,0.015805227183016933,0.6474380003974041
SRP102,-0.028306903034470778,-0.10347182476636842,-0.16856907811674965,-0.10943077071410402,5.632009593543029,3.873715483060732,0.01585712453123624,0.6474380003974041
THI73,-0.1632245144808586,-0.04992196291071083,-0.41294574183173405,-0.10091481729011326,1.918292136009495,3.867560035840622,0.01596362883156068,0.6474380003974041
YHK8,0.0949374401845753,-0.009988118120250378,-0.10937546089036815,-0.37294463873217193,3.274659295514528,3.866770145827273,0.015973711570372976,0.6474380003974041
POR1,-0.00853761992028373,0.029108357312653224,0.07555065390940413,0.06523934808049094,10.262743649393139,3.8664151412104606,0.015978703359013656,0.6474380003974041
RPS12,-0.051408959891850445,-0.09083042593068417,-0.18838704863358838,-0.09244103154751165,10.362703217418927,3.865692921667579,0.015990786863179757,0.6474380003974041
RPL27A,-0.05639919295637556,-0.12983588050874265,-0.20704173969464781,-0.11484389831096799,9.619438835964822,3.8243074086003914,0.016699911540520026,0.6675066603253057
YLR125W,0.3965736726831734,0.09944185799020848,0.08185386611347636,-0.10059772421855057,1.9326377056281083,3.806687350772949,0.017016119870998058,0.6675066603253057
STP4,-0.21706354011078877,-0.2006796004632147,-0.34732395473931565,-0.06110228219202544,7.567104195259323,3.8032387516853676,0.017073849535073033,0.6675066603253057
YLR122C,0.4093559373820101,-0.14665203775808774,0.042416259214057374,0.02651055748024147,1.1819254348125703,3.8018028673617086,0.01711088084911582,0.6675066603253057
AVT7,0.014933551826490149,0.0363690416104419,0.10752249776464848,0.05134933198253517,8.133306362768618,3.791807362095168,0.01728050029744343,0.6675066603253057
CUZ1,-0.014827685898643084,-0.027600815245760385,0.003324523717098334,0.11572392514415679,6.687454740317746,3.7901824082020465,0.017310095993009995,0.6675066603253057
YKR041W,-0.7638312439750232,-0.4604006980035521,-0.49603648535182454,-0.31259131020246744,0.7288158713149482,3.7869158437282326,0.01739515606448677,0.6675066603253057
CTP1,-0.0810246513618519,-0.10459445629872621,-0.19377486706671945,-0.11104021922076236,4.318210639376592,3.769761714483617,0.017686936206385537,0.672794011127084
PHD1,-0.12198370564976196,-0.13282280358682688,-0.11695789026675814,-0.017197425373552424,6.367500583844499,3.7639936748935168,0.017794629621408677,0.672794011127084
