Name,pval_Speed,pval_Biorep,FDR_Speed,FDR_Biorep
ACM1,0.6777663709711124,0.06676756423518755,0.9937733971555656,0.6148335872759194
ACO1,0.6126652999748023,0.6920403072984505,0.9937733971555656,0.8562250385295073
ACO2,0.4434214582013899,0.02134991578180418,0.9937733971555656,0.5953191532360916
ACP1,0.8353548860580668,0.9367648067073118,0.9937733971555656,0.9760487977817953
ACS1,0.964264266974894,0.6822963967107949,0.9937733971555656,0.8513705338813649
ACS2,0.9155251936536555,0.18766538224387086,0.9937733971555656,0.6857247893879925
ACT1,0.5616619498010962,0.5957183339647937,0.9937733971555656,0.8082278821232108
ADA2,0.45386405264213503,0.43656983950690476,0.9937733971555656,0.7405192216020252
ADD37,0.26122454961807806,0.8848996116740349,0.9937733971555656,0.95092033505285
ADD66,0.8698737158581223,0.25130912945963946,0.9937733971555656,0.6977492136508996
ADE1,0.5391920838785108,0.6145042771182607,0.9937733971555656,0.8177487041775613
ADE12,0.3116951555096346,0.5208526212687308,0.9937733971555656,0.7724903889713913
ADE13,0.3071490303874048,0.7755825347602038,0.9937733971555656,0.9012531963247385
ADE16,0.575271680094201,0.6401935978100468,0.9937733971555656,0.8307378671127145
ADE17,0.3593812665240816,0.47225444913786074,0.9937733971555656,0.7506437024627141
ADE2,0.7218324036683634,0.28872510890555236,0.9937733971555656,0.7081815747738351
ADE3,0.6569503453998126,0.15571468536389851,0.9937733971555656,0.6744080557519273
ADE4,0.4457387722267986,0.3054901761549723,0.9937733971555656,0.708936015414716
ADE57,0.8018254808940949,0.8993974353262361,0.9937733971555656,0.9586576836902679
ADE6,0.8562781612539747,0.6888532539725648,0.9937733971555656,0.8548364877049889
ADE8,0.5533110806320299,0.9291795114219731,0.9937733971555656,0.9718960634116733
ADF1,0.7498784560939747,0.5457677784940933,0.9937733971555656,0.7851411414578703
ADH1,0.893852508816619,0.3741106407089333,0.9937733971555656,0.7185942900729679
ADH2,0.6773653094687246,0.6133560059596469,0.9937733971555656,0.8174564686484782
ADH3,0.5645279989870239,0.09623711533778552,0.9937733971555656,0.6652301790357442
ADH4,0.4938679230268155,0.7268826797293468,0.9937733971555656,0.8763495285271515
ADH6,0.6082490712749231,0.3561216417189387,0.9937733971555656,0.7112524131823895
ADH7,0.39299833539720813,0.22062382449017245,0.9937733971555656,0.6887647202479469
ADI1,0.7079233594882952,0.1585496361663387,0.9937733971555656,0.674645741817399
ADK1,0.36382479152025543,0.4322666543299337,0.9937733971555656,0.7399541783867934
ADK2,0.9345597820501282,0.8629500656413603,0.9937733971555656,0.9422660711103432
ADO1,0.590440187183328,0.6699637106586434,0.9937733971555656,0.8483017483887575
ADP1,0.8436026035297517,0.3704380384187459,0.9937733971555656,0.7167906585145217
ADR1,0.8193562151652064,0.5135887333693714,0.9937733971555656,0.7669445207364625
ADY2,0.7733764659832811,0.5816248119480003,0.9937733971555656,0.8015853077021221
ADY3,0.41626278036993114,0.2850891144059079,0.9937733971555656,0.7081815747738351
AEP1,0.4142155588568955,0.19409305781969333,0.9937733971555656,0.6887647202479469
AEP2,0.8518216386915856,0.46250197117559266,0.9937733971555656,0.7450454686042912
AEP3,0.8383020723105312,0.628271273281898,0.9937733971555656,0.8239150439213261
AFB1,0.7034258321150447,0.5611301746894832,0.9937733971555656,0.793616088557975
AFG1,0.8823882791072593,0.6635206186842866,0.9937733971555656,0.8463961848857855
AFG2,0.5570729424749954,0.20813190286445601,0.9937733971555656,0.6887647202479469
AFG3,0.8497097203321252,0.5566693906141207,0.9937733971555656,0.79250759995289
AFI1,0.7169036216467679,0.5158566334035299,0.9937733971555656,0.7680478246393457
AFR1,0.6388671373178897,0.30621293081215173,0.9937733971555656,0.708936015414716
AFT1,0.8200060760924819,0.7432530350676707,0.9937733971555656,0.8852923572661485
AFT2,0.7429489938275964,0.11726301256721305,0.9937733971555656,0.6652301790357442
AGA1,0.777068810078361,0.4490886141164572,0.9937733971555656,0.7419959871543117
AGC1,0.7062199133979865,0.11021117278721568,0.9937733971555656,0.6652301790357442
AGE1,0.8889879806743541,0.41447996212775495,0.9937733971555656,0.7328775270596648
AGE2,0.4688559055531518,0.5933700240702615,0.9937733971555656,0.8071716041717685
AGP1,0.9373520704769391,0.7577685618834876,0.9937733971555656,0.8932705055490356
AGP3,0.4402706622825785,0.7421339029763323,0.9937733971555656,0.8848018388321245
AGX1,0.4226157387016123,0.9427553516309892,0.9937733971555656,0.9788392326046307
AHA1,0.12462669237922328,0.019949509112484238,0.9937733971555656,0.5953191532360916
AHC1,0.5071271866726006,0.9323760736190545,0.9937733971555656,0.9732597991370642
AHC2,0.20866382725255886,0.604102206442415,0.9937733971555656,0.811405384834693
AHK1,0.9239383737721784,0.045162613573644005,0.9937733971555656,0.608890796752743
AHP1,0.6106603573266973,0.9608073577063145,0.9937733971555656,0.9854799885746041
AIM10,0.4074116643408426,0.4072135431724232,0.9937733971555656,0.7298733450057736
AIM14,0.8969275640978375,0.1748308599414642,0.9937733971555656,0.6792925507161812
AIM17,0.8775060123173416,0.612774351275637,0.9937733971555656,0.8174564686484782
AIM18,0.782152481350489,0.7190690392624736,0.9937733971555656,0.8718871340383578
AIM19,0.8515393691830664,0.3802921029558788,0.9937733971555656,0.7207747856244484
AIM2,0.5899816601479798,0.42960806808458385,0.9937733971555656,0.7399541783867934
AIM20,0.6293489474766721,0.8979922027596272,0.9937733971555656,0.9581813460448233
AIM21,0.5472913390605645,0.890258362557666,0.9937733971555656,0.9539975341163992
AIM22,0.7895163751646792,0.13150533734309933,0.9937733971555656,0.6652301790357442
AIM23,0.8944671691618007,0.593099129836093,0.9937733971555656,0.8070727021698054
AIM24,0.6581248331758621,0.9932857420229253,0.9937733971555656,0.9969110680845438
AIM25,0.5320205582303801,0.6664139240973722,0.9937733971555656,0.8475028883850637
AIM26,0.2795759903583772,0.9563854785247383,0.9937733971555656,0.9835468261148409
AIM29,0.6047165277611948,0.34801459321131234,0.9937733971555656,0.7112524131823895
AIM3,0.5584560533236018,0.7036177776435046,0.9937733971555656,0.865019558998809
AIM32,0.34065042385804617,0.46463137799557497,0.9937733971555656,0.7468379323705052
AIM33,0.5993723290893695,0.3519912961040522,0.9937733971555656,0.7112524131823895
AIM34,0.3591190303907029,0.4404994241415481,0.9937733971555656,0.7405902984165758
AIM36,0.6896169434822383,0.4775556177133725,0.9937733971555656,0.7528320989339995
AIM39,0.75568927948207,0.7986777285035391,0.9937733971555656,0.9112049877890388
AIM4,0.6981454981412696,0.3980004640117305,0.9937733971555656,0.7285576311670767
AIM41,0.6777543464411173,0.9013482162024885,0.9937733971555656,0.9590670529717417
AIM44,0.8893724652509403,0.4830388284670567,0.9937733971555656,0.7533449397824004
AIM45,0.5499427515781565,0.48088123605644817,0.9937733971555656,0.7533449397824004
AIM46,0.7267009641245726,0.32742593108891627,0.9937733971555656,0.7112524131823895
AIM6,0.40759920282025003,0.9385517414765188,0.9937733971555656,0.9765344100915134
AIM7,0.419418402780509,0.44105652209973967,0.9937733971555656,0.7405902984165758
AIM9,0.14536345045137297,0.9299059122121565,0.9937733971555656,0.9722496368874767
AIP1,0.45672933070344335,0.716056844731224,0.9937733971555656,0.8700730714513537
AIP5,0.08082327857110988,0.9634943421884015,0.9937733971555656,0.986778263002588
AIR1,0.7962875595774893,0.2770307436619987,0.9937733971555656,0.7051941009455432
AIR2,0.8710321828001435,0.9055553568078886,0.9937733971555656,0.9608678589983827
AIT1,0.5974988676675556,0.9222341472817732,0.9937733971555656,0.9672592366779377
AKL1,0.19934920613371,0.982397731578576,0.9937733971555656,0.9920934124654577
AKR1,0.8996254925440683,0.16002056026405284,0.9937733971555656,0.6750005913681375
AKR2,0.6460760896270896,0.0033837847061901176,0.9937733971555656,0.45662240127550696
ALA1,0.6672739688263071,0.29046187110035365,0.9937733971555656,0.7081815747738351
ALB1,0.5593608642153551,0.34596841798084077,0.9937733971555656,0.7112524131823895
ALD4,0.7853897234436642,0.9081663654699399,0.9937733971555656,0.9620501547685273
ALD5,0.3205766614715529,0.4958224088302947,0.9937733971555656,0.7580883394193088
ALD6,0.7586931723402079,0.541689759230876,0.9937733971555656,0.782810984721996
ALE1,0.9953497652634344,0.2107007346764805,0.9992550476657139,0.6887647202479469
ALF1,0.9938531237670667,0.7561933847917034,0.9989221061457979,0.8924422581283605
ALG1,0.44948346221726343,0.19830389771371135,0.9937733971555656,0.6887647202479469
ALG11,0.8717485469623949,0.16569113650250208,0.9937733971555656,0.675265202199938
ALG12,0.6314250659794446,0.14243073573756534,0.9937733971555656,0.6652301790357442
ALG13,0.8262623783957759,0.9799828539262387,0.9937733971555656,0.9920934124654577
ALG14,0.4006236102083182,0.2671443796085391,0.9937733971555656,0.7051156773505587
ALG2,0.6493414328904185,0.2491343752647444,0.9937733971555656,0.6959391150624319
ALG3,0.38202360059103474,0.4068975809195079,0.9937733971555656,0.7298733450057736
ALG5,0.6868580706848241,0.4684734129094953,0.9937733971555656,0.7477966854578632
ALG6,0.6178748987977207,0.24189107052680056,0.9937733971555656,0.6951312939447184
ALG7,0.5285640209668196,0.2849504927178745,0.9937733971555656,0.7081815747738351
ALG8,0.6957763015002922,0.03902562267923785,0.9937733971555656,0.608890796752743
ALG9,0.5571566936251027,0.5193366489360237,0.9937733971555656,0.7709531790517712
ALK1,0.3894006247746454,0.038179198383832116,0.9937733971555656,0.608890796752743
ALK2,0.753459724902788,0.3852348616016017,0.9937733971555656,0.722545076908384
ALO1,0.7980764239615552,0.718815252948483,0.9937733971555656,0.8718871340383578
ALP1,0.8226155364839294,0.5923985789453886,0.9937733971555656,0.8070727021698054
ALR1,0.5673490443657536,0.7788351829800559,0.9937733971555656,0.9030303439407894
ALR2,0.555601084958349,0.3952891514846376,0.9937733971555656,0.7261571728129033
ALT1,0.8682890672799048,0.5716465539101123,0.9937733971555656,0.7978845223142773
ALT2,0.79248257790046,0.035580932676256664,0.9937733971555656,0.608890796752743
ALY1,0.8710635842692862,0.7909438560371933,0.9937733971555656,0.9074179398513795
ALY2,0.1275359031687759,0.047636194001455384,0.9937733971555656,0.608890796752743
AMD1,0.5800356968587128,0.5534474177168207,0.9937733971555656,0.7906033236436205
AMD2,0.3681625359952063,0.046869933149133604,0.9937733971555656,0.608890796752743
AME1,0.6545031724906301,0.6799112190139096,0.9937733971555656,0.8506859065591792
AMF1,0.6780068062022355,0.2487854654086598,0.9937733971555656,0.6959391150624319
AMS1,0.1226366222378555,0.7558528625663212,0.9937733971555656,0.8924422581283605
ANB1,0.9212000532531116,0.8393458684480688,0.9937733971555656,0.9341810509870064
ANK1,0.5096519493403925,0.21764949615638876,0.9937733971555656,0.6887647202479469
ANP1,0.9318164130574915,0.9541744779612713,0.9937733971555656,0.9832590893066872
ANR2,0.5847471760509824,0.23034949987079623,0.9937733971555656,0.6891807972823817
ANS1,0.7562946823900786,0.010625917447815185,0.9937733971555656,0.5434923534884235
ANT1,0.7275068264716803,0.7311998978413963,0.9937733971555656,0.8807284784962425
ANY1,0.678035076576959,0.31728199941024593,0.9937733971555656,0.7112524131823895
AOS1,0.5621230366804468,0.1221958697717205,0.9937733971555656,0.6652301790357442
APA1,0.3053163940372691,0.12221836989851828,0.9937733971555656,0.6652301790357442
APA2,0.5034360383596278,0.813774390773242,0.9937733971555656,0.9208688198406713
APC1,0.6795569545209154,0.26585001192043095,0.9937733971555656,0.7051156773505587
APC11,0.5447273121746408,0.2607771452173769,0.9937733971555656,0.7046327276446411
APC2,0.5263171257130697,0.0953012105273032,0.9937733971555656,0.6652301790357442
APC4,0.7428490766642433,0.04107000106015266,0.9937733971555656,0.608890796752743
APC5,0.3310040924341989,0.4130897958158861,0.9937733971555656,0.7319461509597817
APC9,0.9978593081012946,0.6799531458495189,0.9995708831416006,0.8506859065591792
APE1,0.5911133776309279,0.43052091251029956,0.9937733971555656,0.7399541783867934
APE2,0.11850423561882518,0.7490874067224774,0.9937733971555656,0.8879414427637382
APE3,0.5026317273300209,0.6077989155445804,0.9937733971555656,0.8141939918360975
APE4,0.6313866040197202,0.9819985003705157,0.9937733971555656,0.9920934124654577
APJ1,0.47043388905211136,0.44155781661907445,0.9937733971555656,0.7405902984165758
APL1,0.2581971056429953,0.24307765760103572,0.9937733971555656,0.6951312939447184
APL2,0.45817850844414676,0.17868120352811492,0.9937733971555656,0.6792925507161812
APL3,0.6498300149442962,0.19390037414536387,0.9937733971555656,0.6887647202479469
APL4,0.8442444309936477,0.44365740176789914,0.9937733971555656,0.7412967484092724
APL5,0.5355471342739893,0.14319759090266157,0.9937733971555656,0.6652301790357442
APL6,0.4931888223241224,0.30742458382716537,0.9937733971555656,0.7090708217583768
APM1,0.5041746452773722,0.37767821191547835,0.9937733971555656,0.7207747856244484
APM2,0.4192299171135593,0.3192645474269292,0.9937733971555656,0.7112524131823895
APM3,0.7275437784903349,0.1507668202343073,0.9937733971555656,0.6671626416908848
APM4,0.5167814736765141,0.2400499085742175,0.9937733971555656,0.6942275758653692
APN1,0.3583366636194222,0.3859602119353758,0.9937733971555656,0.722545076908384
APN2,0.2685170666457748,0.2433365703630016,0.9937733971555656,0.6951312939447184
APP1,0.4203788294349876,0.45485608591075255,0.9937733971555656,0.7433871039348824
APQ12,0.4210958138903286,0.5767594597939665,0.9937733971555656,0.8000262050878272
APS1,0.3944887124706059,0.9832493459451512,0.9937733971555656,0.9925143574499348
APS2,0.5904111487945489,0.6551326737533014,0.9937733971555656,0.8407018239180125
APS3,0.7898517735473741,0.4077569979432102,0.9937733971555656,0.7298733450057736
APT1,0.43861351546707106,0.23125780324904383,0.9937733971555656,0.6891807972823817
APT2,0.5861210206423739,0.11633088975061222,0.9937733971555656,0.6652301790357442
AQR1,0.7433686934824744,0.01322724488701228,0.9937733971555656,0.5667874434084762
AQY1,0.5713654441080065,0.3708018575746067,0.9937733971555656,0.7167906585145217
AQY2,0.8705838050646132,0.9200312591080315,0.9937733971555656,0.9660610035396157
AQY3,0.8733629493661915,0.922301057454673,0.9937733971555656,0.9672592366779377
ARA2,0.6417827187082848,0.17455312768995368,0.9937733971555656,0.6792925507161812
ARB1,0.5661178608144348,0.614759938313967,0.9937733971555656,0.8178772581656969
ARC1,0.5677683169801322,0.33874098164595423,0.9937733971555656,0.7112524131823895
ARC15,0.4320064447409817,0.9653356399012079,0.9937733971555656,0.9870540248338637
ARC18,0.40069657773767153,0.5508188874690166,0.9937733971555656,0.7885052114047004
ARC19,0.38214585484198643,0.3840323030493269,0.9937733971555656,0.722545076908384
ARC35,0.3675872085236873,0.7205110964510326,0.9937733971555656,0.8720281927096878
ARC40,0.4401862142708223,0.4950606753358672,0.9937733971555656,0.7580377355709561
ARD1,0.8065914763698668,0.21116339417777558,0.9937733971555656,0.6887647202479469
ARE1,0.9418253311889346,0.0661101796122312,0.9937733971555656,0.6148335872759194
ARE2,0.9448004598159534,0.08743085907294323,0.9937733971555656,0.6563058063548527
ARF1,0.36700908995257503,0.1393221798132451,0.9937733971555656,0.6652301790357442
ARF2,0.634929241853988,0.8209769950583039,0.9937733971555656,0.9249161166541726
ARG1,0.989055406803417,0.5264683155439205,0.9979833009778591,0.7746075145465176
ARG2,0.14653662155671168,0.20760458426699596,0.9937733971555656,0.6887647202479469
ARG3,0.7037940921338786,0.47614686652270544,0.9937733971555656,0.7528320989339995
ARG4,0.5331006947584687,0.4908931376528296,0.9937733971555656,0.7559793321653405
ARG56,0.8278384134340764,0.6715232381760146,0.9937733971555656,0.8488132966325139
ARG7,0.7379792165166146,0.3428984839721465,0.9937733971555656,0.7112524131823895
ARG8,0.8060885891723326,0.948478065143038,0.9937733971555656,0.9817673418703612
ARG80,0.785226796330474,0.8478769161620793,0.9937733971555656,0.9365926158222904
ARG81,0.7880583479594504,0.06654347579840468,0.9937733971555656,0.6148335872759194
ARG82,0.8374159689289807,0.8574003438126785,0.9937733971555656,0.940634215465072
ARH1,0.5733807760051026,0.4783542633628829,0.9937733971555656,0.7532657292349992
ARI1,0.11493611441144154,0.3553943160409154,0.9937733971555656,0.7112524131823895
ARK1,0.3780841548017023,0.15803705299524454,0.9937733971555656,0.674645741817399
ARL3,0.7463499518212617,0.22405283659045916,0.9937733971555656,0.6887647202479469
ARN1,0.33641970834871987,0.26666751534967464,0.9937733971555656,0.7051156773505587
ARN2,0.9345336404923497,0.026161985845555,0.9937733971555656,0.5953191532360916
ARO1,0.7740231474111791,0.08280455720000628,0.9937733971555656,0.6472229766258342
ARO10,0.8937232158798978,0.03631024116425872,0.9937733971555656,0.608890796752743
ARO2,0.46749261106161955,0.44697005475899076,0.9937733971555656,0.7415288357541836
ARO3,0.5300727337672291,0.4349309150657579,0.9937733971555656,0.7403619841914661
ARO4,0.23582120700852915,0.009668727816778664,0.9937733971555656,0.5403978090638684
ARO5,0.9301849279000366,0.27272802022601916,0.9937733971555656,0.7051941009455432
ARO7,0.6228829783366332,0.31139031115956345,0.9937733971555656,0.7112524131823895
ARO8,0.7283599223322723,0.4358933812116458,0.9937733971555656,0.740501562900748
ARO80,0.4620293866171168,0.4506356094001317,0.9937733971555656,0.7419959871543117
ARO9,0.7631834137257582,0.0884308974418337,0.9937733971555656,0.6590264830869054
ARP1,0.921962102635763,0.30313825610313455,0.9937733971555656,0.708936015414716
ARP10,0.2663857436128663,0.34946828849292577,0.9937733971555656,0.7112524131823895
ARP2,0.22874807805608074,0.5903395373930357,0.9937733971555656,0.8058205206464002
ARP3,0.245528954570995,0.4683789046304907,0.9937733971555656,0.7477966854578632
ARP4,0.3496178763482265,0.4180539772730387,0.9937733971555656,0.7352932688220674
ARP5,0.6169574030605958,0.5298012252016109,0.9937733971555656,0.7763573382692172
ARP6,0.8633124903088657,0.3480604213690437,0.9937733971555656,0.7112524131823895
ARP7,0.7471578612132841,0.4966359301140033,0.9937733971555656,0.7583761017003829
ARP8,0.8502152649520909,0.8088168767448147,0.9937733971555656,0.9186624744287029
ARP9,0.8244384401092028,0.35709647823746304,0.9937733971555656,0.7112524131823895
ARR1,0.3588731725624288,0.4535147456064933,0.9937733971555656,0.7423974999429376
ARR2,0.6009477513144585,0.882642645291479,0.9937733971555656,0.9497124762052274
ARR3,0.4259183888087319,0.20860611478194635,0.9937733971555656,0.6887647202479469
ART10,0.6902004919494098,0.944422156129818,0.9937733971555656,0.9793164519242108
ART5,0.576072499630236,0.5373373075639116,0.9937733971555656,0.7801892369615194
ARV1,0.5948622818147945,0.002974187767946984,0.9937733971555656,0.45662240127550696
ARX1,0.6764972568954228,0.42959922028839026,0.9937733971555656,0.7399541783867934
ASA1,0.47593046101204395,0.23858707936718018,0.9937733971555656,0.6938997523224211
ASE1,0.5892265185171244,0.1974007428053993,0.9937733971555656,0.6887647202479469
ASF1,0.9306623202648702,0.7439182694802153,0.9937733971555656,0.8855546347260133
ASF2,0.7637647753730279,0.8590247185624995,0.9937733971555656,0.9412169107269104
ASG1,0.6895553347917823,0.01985665921302995,0.9937733971555656,0.5953191532360916
ASG7,0.8946441114139037,0.17176970194351743,0.9937733971555656,0.6792925507161812
ASH1,0.6571869930681555,0.7948785736606997,0.9937733971555656,0.9093477310797802
ASI1,0.6215825686094509,0.23004409412744697,0.9937733971555656,0.6891807972823817
ASI2,0.7692709520276789,0.6029108862212269,0.9937733971555656,0.8113441612463902
ASI3,0.6955587692591941,0.14784545390097478,0.9937733971555656,0.6652301790357442
ASK1,0.5361491641758549,0.32270714808139744,0.9937733971555656,0.7112524131823895
ASK10,0.6997658377170493,0.21975164682323958,0.9937733971555656,0.6887647202479469
ASM4,0.5089630843471711,0.31576165872495793,0.9937733971555656,0.7112524131823895
ASP1,0.5618625828334531,0.1636850352522839,0.9937733971555656,0.6751897851295073
ASP3-4,0.5145756429394871,0.9033757297282679,0.9937733971555656,0.9596605609440962
ASR1,0.6620212301915283,0.15756734740047496,0.9937733971555656,0.674645741817399
AST1,0.30427292960645386,0.010527959782411434,0.9937733971555656,0.5434923534884235
AST2,0.5456641881136811,0.11274729279999873,0.9937733971555656,0.6652301790357442
ATC1,0.7153952576643361,0.38010932642177553,0.9937733971555656,0.7207747856244484
ATE1,0.9270219726726106,0.05690311876216019,0.9937733971555656,0.6100977018149779
ATF1,0.7557208207827832,0.07331828054290364,0.9937733971555656,0.6282707949531522
ATF2,0.9218733003401838,0.3859254167530235,0.9937733971555656,0.722545076908384
ATG1,0.7363888998874117,0.7068679730742792,0.9937733971555656,0.8669197951808719
ATG10,0.5835983970034404,0.4641458461135667,0.9937733971555656,0.746757803728398
ATG11,0.7393834026718067,0.3366690492417319,0.9937733971555656,0.7112524131823895
ATG12,0.8063053327214251,0.048145213328874496,0.9937733971555656,0.608890796752743
ATG13,0.5592542223962214,0.8475214308531169,0.9937733971555656,0.9365926158222904
ATG15,0.7687880312303627,0.8247164038605526,0.9937733971555656,0.9260900423497184
ATG16,0.8050603113499467,0.6471951878226416,0.9937733971555656,0.8359401295614226
ATG17,0.6805300010016242,0.21824788344758206,0.9937733971555656,0.6887647202479469
ATG18,0.7443816671202146,0.7934923573501966,0.9937733971555656,0.9092290268881877
ATG19,0.37516115504816255,0.709235291881271,0.9937733971555656,0.8674804640469779
ATG2,0.9352881239954753,0.7074281331347605,0.9937733971555656,0.8669197951808719
ATG20,0.9701711671521107,0.5220085078457134,0.9940460771110442,0.773622430509761
ATG21,0.7336145800950482,0.674951401314228,0.9937733971555656,0.8504288423322128
ATG22,0.8214123213781287,0.35083495987229485,0.9937733971555656,0.7112524131823895
ATG23,0.18920083778151137,0.42455586573257087,0.9937733971555656,0.7378298661817689
ATG26,0.5155187066644118,0.6627513110921571,0.9937733971555656,0.8456337005504095
ATG27,0.27675574900205,0.1113972641671395,0.9937733971555656,0.6652301790357442
ATG29,0.3698695541831604,0.14304657912393906,0.9937733971555656,0.6652301790357442
ATG3,0.8074739596019405,0.641829758456507,0.9937733971555656,0.831708651592579
ATG31,0.7454137780315171,0.9533100998033849,0.9937733971555656,0.9832590893066872
ATG32,0.48803877116591976,0.6937694000054564,0.9937733971555656,0.8575390035644367
ATG33,0.30333837975228756,0.937773021277374,0.9937733971555656,0.9763168405361932
ATG34,0.2237110445448005,0.7236415301316738,0.9937733971555656,0.873876173775732
ATG36,0.9706470055772398,0.5636142763327798,0.9940460771110442,0.793616088557975
ATG38,0.737410642025288,0.37495501258993014,0.9937733971555656,0.719141616836039
ATG39,0.808000455830609,0.840324021585959,0.9937733971555656,0.9348161517586221
ATG4,0.46944436024898595,0.7083987553673303,0.9937733971555656,0.8672824762140029
ATG40,0.9307316764538007,0.3374549030849986,0.9937733971555656,0.7112524131823895
ATG41,0.5003446414007408,0.6864726744377013,0.9937733971555656,0.8539162166740254
ATG5,0.22527043363619392,0.11804214979981585,0.9937733971555656,0.6652301790357442
ATG7,0.7897211016596033,0.957845234339558,0.9937733971555656,0.9842724450330973
ATG8,0.5651015408630786,0.8437896746830678,0.9937733971555656,0.9356605452571873
ATG9,0.8282815752578117,0.3731890750107638,0.9937733971555656,0.7181655028837378
ATH1,0.7963243394189424,0.6793075698029168,0.9937733971555656,0.8506859065591792
ATM1,0.4929215029236582,0.5781722882448002,0.9937733971555656,0.8005730612264853
ATO2,0.8723524298505636,0.5266487496800127,0.9937733971555656,0.7746075145465176
ATO3,0.6511110816680368,0.07925510266962751,0.9937733971555656,0.6472229766258342
ATP1,0.7479229174981716,0.6318606303859142,0.9937733971555656,0.8257550416901734
ATP10,0.3528675188650695,0.063823562511016535,0.9937733971555656,0.6136384386148339
ATP11,0.8527680199046218,0.5953816562575691,0.9937733971555656,0.808197591466848
ATP12,0.9148131066342586,0.5422005244276755,0.9937733971555656,0.7831446900581763
ATP14,0.6073623490073248,0.8244631892783034,0.9937733971555656,0.9260353253099686
ATP16,0.3828211778712433,0.9629576494344174,0.9937733971555656,0.9865567311001743
ATP17,0.4290235325377004,0.8771761216634801,0.9937733971555656,0.948005242582159
ATP2,0.688896782337586,0.573307613066951,0.9937733971555656,0.7985881856402005
ATP20,0.6526184880715682,0.45238378446689365,0.9937733971555656,0.7419959871543117
ATP22,0.6771231529735995,0.2060193135949168,0.9937733971555656,0.6887647202479469
ATP23,0.4919697243934479,0.6559950215338561,0.9937733971555656,0.8413884761105235
ATP25,0.9446363649824674,0.6091788054739973,0.9937733971555656,0.8150917038114217
ATP3,0.7562552803121335,0.6998809732101238,0.9937733971555656,0.8623982660547463
ATP4,0.6045194711133446,0.9102758172203489,0.9937733971555656,0.9627387099351209
ATP5,0.8064767791678245,0.9536223065455569,0.9937733971555656,0.9832590893066872
ATP7,0.7915359502083926,0.6671180212214597,0.9937733971555656,0.8475028883850637
ATR1,0.47534760228483564,0.7313740838183119,0.9937733971555656,0.8807319763451429
ATR2,0.3209248057598787,0.0027318393934035678,0.9937733971555656,0.4389724425275358
ATS1,0.1744963267931641,0.7440055576927311,0.9937733971555656,0.8855546347260133
AUR1,0.5347928835639724,0.22799027911160308,0.9937733971555656,0.6887647202479469
AUS1,0.9792868560000595,0.02508800055847998,0.9953445431519649,0.5953191532360916
AVL9,0.7608204781263488,0.18180280961021839,0.9937733971555656,0.6803275239301094
AVO1,0.6742264828174525,0.017279625845605794,0.9937733971555656,0.5953191532360916
AVO2,0.6447459867975114,0.9119035118675803,0.9937733971555656,0.9627387099351209
AVT1,0.7754872103137773,0.40491870379394235,0.9937733971555656,0.7298733450057736
AVT2,0.9045569846209323,0.4065053721878563,0.9937733971555656,0.7298733450057736
AVT3,0.41844750561889876,0.8706301257024012,0.9937733971555656,0.944762907297149
AVT4,0.8756828643997903,0.9753777679438561,0.9937733971555656,0.9917308639708459
AVT5,0.677847548734458,0.19489331581381028,0.9937733971555656,0.6887647202479469
AVT6,0.27604701807987925,0.6712530773086222,0.9937733971555656,0.8488132966325139
