"","Barcode","Row","Column","Col","ScreenID","Treatment","Medium","ORF","Screen.Name","Library.Name","MasterPlate.Number","Timeseries.order","Inoc.Time","TileX","TileY","XOffset","YOffset","Threshold","EdgeLength","EdgePixels","RepQuad","K","r","g","v","objval","tshift","t0","d0","nAUC","nSTP","nr","nr_t","maxslp","maxslp_t","Gene","Model","TimeFormat","Normalization","AUCLim","MDP","MDR","MDRMDP","DT","AUC","glog_maxslp"
"33","QFA1705484730",5,1,1,"","UNKNOWN","UNKNOWN","EDGE_5","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0538782081838417,0.224366150153753,0.000416423269675621,1,0.000341680736293604,2.83333333333333,0,0.000756034499361372,2.62732870573751,0.0254365059470571,0.360737282569801,10.0379974108522,0.0026416541378145,12.3206697058595,"EDGE_5","Slog","h","Raw",72.0013888888889,7.01550737347698,0.320080970791805,25.2332786327654,74.9810272714109,2.68160134001135,0.00302211153684774
"34","QFA1705484730",5,2,2,"","UNKNOWN","UNKNOWN","SAMPLE_4","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0455129310651767,0.274017292682944,0.000143365378676621,1,0.000248312995544673,0.166666666666667,0,0.000103518298492727,2.34446006423887,0.0238847047619726,0.393508400025055,9.97318968007912,0.00263159246874714,14.4881282572702,"SAMPLE_4","Slog","h","Raw",72.0013888888889,8.31043602016806,0.393526524920918,30.9274946355348,60.9869944721591,2.30990506550625,0.00311783253813629
"35","QFA1705484730",5,3,3,"","UNKNOWN","UNKNOWN","SAMPLE_8","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0418226597352257,0.255762897849138,0.000749795918071678,1,0.000183927636410492,4.33333333333333,0,0.000701174596916798,2.26711992405412,0.024079340805485,0.306557696392318,12.1766525263637,0.00267317918451956,14.5025299752197,"SAMPLE_8","Slog","h","Raw",72.0013888888889,5.80164303207061,0.359434058360198,28.2042984929492,66.7716356916544,2.2997203424065,0.00267417116240995
"36","QFA1705484730",5,4,4,"","UNKNOWN","UNKNOWN","SAMPLE_12","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0406676297312844,0.297880089878647,0.00017858774994493,1,0.000194253960228977,1.5,0,0.000166079333445806,2.18776898218401,0.0228566744754035,0.361451272352653,10.0091939749531,0.0025735992099235,14.5097308341945,"SAMPLE_12","Slog","h","Raw",72.0013888888889,7.83110397353527,0.427026779040295,33.4909531999738,56.2025642839961,2.17420306854932,0.00302851929987663
"37","QFA1705484730",5,5,5,"","UNKNOWN","UNKNOWN","SAMPLE_16","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0418350607667483,0.243970270234804,0.000384688612989105,1,0.000165806511171731,0.833333333333333,0,0.000351805341795209,2.23422007875742,0.0234659939659834,0.342301440481307,10.0884034236757,0.00266256323299893,14.5025299752197,"SAMPLE_16","Slog","h","Raw",72.0013888888889,6.76487759478532,0.347302870143011,27.2525293084656,69.1039495012447,2.18042399679792,0.00255162777013826
"38","QFA1705484730",5,6,6,"","UNKNOWN","UNKNOWN","SAMPLE_20","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0385301217357798,0.50867295609665,9.98239920339471e-06,1,0.000249254321575445,4.33333333333333,0,0.000139353944827883,2.03325050175621,0.0191833253192936,0.653701869355316,10.2396214621462,0.0024687210363819,16.7275953984287,"SAMPLE_20","Slog","h","Raw",72.0013888888889,11.9143125243282,0.733585649349582,57.4766798567185,32.7160162160739,2.14796195434665,0.00489980773052573
"39","QFA1705484730",5,7,7,"","UNKNOWN","UNKNOWN","SAMPLE_24","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0450370286818133,0.209863917579277,0.000721426868364489,1,0.000202024078529157,3.5,0,0.000611433978569133,2.29262699220138,0.021424299082522,0.319143352403017,12.2486611161116,0.0025735031544509,14.5817394239424,"SAMPLE_24","Slog","h","Raw",72.0013888888889,5.96411468357551,0.295766090142268,23.2399559438593,81.1452049437298,2.30362553029763,0.0023629118188239
"40","QFA1705484730",5,8,8,"","UNKNOWN","UNKNOWN","EDGE_23","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0519098173183017,0.229751674200519,0.00017468300316755,1,0.00030658165011236,0.5,0,4.7250968469056e-05,2.4722888566977,0.022219388702458,0.359315942892735,9.98759139802869,0.00259708412811768,14.5529359880433,"EDGE_23","Slog","h","Raw",72.0013888888889,8.21512436096189,0.329852093223901,25.9858645375691,72.7598838783449,2.43844479406306,0.00298159185908072
"41","QFA1705484730",6,1,1,"","UNKNOWN","UNKNOWN","EDGE_6","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.05424982404095,0.211756880789139,0.000405900436200906,1,0.000316414865550493,2.5,0,0.000508086057741191,2.61939299398812,0.0237553613336444,0.31632464810194,10.0523991288018,0.00253432232293765,14.495329116245,"EDGE_6","Slog","h","Raw",72.0013888888889,7.06234875753615,0.3022014971474,23.8267641554259,79.4172107899713,2.62273600170077,0.00287194338056781
"42","QFA1705484730",6,2,2,"","UNKNOWN","UNKNOWN","EDGE_8","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0508151772912632,0.440971310427771,3.20135467513827e-06,1,0.000453131440132174,2.33333333333333,0,8.12001731958971e-05,2.43534157763705,0.0220476470056696,0.613972764966775,10.1676128723984,0.00255347027359326,14.5097308341945,"EDGE_8","Slog","h","Raw",72.0013888888889,13.9542893191926,0.636129299634226,50.0949314839281,37.7281788683527,2.54393988359425,0.00560200882993696
"43","QFA1705484730",6,3,3,"","UNKNOWN","UNKNOWN","EDGE_10","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0533604513540931,0.18856578490881,0.00042160046066312,1,0.000287313425339323,1.16666666666667,0,0.000360026840594868,2.50843210227144,0.0218255997836081,0.33226450878665,12.1838533853385,0.0024474729173711,14.5241325521441,"EDGE_10","Slog","h","Raw",72.0013888888889,6.98375061617089,0.268940560434194,21.1979264534932,89.2390495552359,2.4418729218553,0.00251548884816823
"44","QFA1705484730",6,4,4,"","UNKNOWN","UNKNOWN","EDGE_12","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0474005398238116,0.251012054623175,0.000126466564930233,1,0.000273441441455182,0.166666666666667,0,9.95474822095604e-05,2.34444114778157,0.0216213348337489,0.476499378692097,10.0595999877766,0.0025130203041776,14.5241325521441,"EDGE_12","Slog","h","Raw",72.0013888888889,8.55000366176036,0.360739718069835,28.3719081530247,66.5299627343887,2.28467010473723,0.00297452672285565
"45","QFA1705484730",6,5,5,"","UNKNOWN","UNKNOWN","EDGE_14","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0475818020082207,0.17301423248255,0.00107547618087565,1,0.000200312171625831,1.83333333333333,0,0.000970805290840544,2.41284118357184,0.0233425656917579,0.271938455709275,12.2054559622629,0.00253445403459313,14.5025299752197,"EDGE_14","Slog","h","Raw",72.0013888888889,5.46736243212955,0.241456488881994,18.9917012400026,99.3967903332241,2.30633915651864,0.00205808223864724
"46","QFA1705484730",6,6,6,"","UNKNOWN","UNKNOWN","EDGE_16","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0487136179978348,0.215391651161778,0.000311514287872723,1,0.000260613004462806,0.833333333333333,0,0.000279459110261183,2.39707968533813,0.0222463531567925,0.343224047485435,10.0884034236757,0.00252689543013898,14.5169316931693,"EDGE_16","Slog","h","Raw",72.0013888888889,7.28888299177656,0.307876552470816,24.2263968443987,77.9533218992863,2.3423890059399,0.00262312665365444
"47","QFA1705484730",6,7,7,"","UNKNOWN","UNKNOWN","EDGE_18","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0481161292913775,0.180462999583144,0.000661894116165122,1,0.000215997565646799,1,0,0.000572993227173372,2.37418908281933,0.0215317227252911,0.302369490183807,12.234259398162,0.00250274065756451,14.5529359880433,"EDGE_18","Slog","h","Raw",72.0013888888889,6.18377633297144,0.25518195506722,20.0753855896583,94.0505373653005,2.27398402631006,0.00217079525506309
"48","QFA1705484730",6,8,8,"","UNKNOWN","UNKNOWN","EDGE_24","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0540608989883809,0.201021302770851,0.000248470848736708,1,0.000295522725997502,0.833333333333333,0,0.000258159247785015,2.48556251387046,0.0201115157028454,0.328269471667753,12.234259398162,0.00243464982608438,16.7347962574035,"EDGE_24","Slog","h","Raw",72.0013888888889,7.76536509179905,0.288088908626401,22.7126217864941,83.3076153970357,2.42706656167982,0.00271684808590193
