"","Barcode","Row","Column","Col","ScreenID","Treatment","Medium","ORF","Screen.Name","Library.Name","MasterPlate.Number","Timeseries.order","Inoc.Time","TileX","TileY","XOffset","YOffset","Threshold","EdgeLength","EdgePixels","RepQuad","K","r","b","objval","g","yShift","t0","d0","nAUC","nSTP","nr","nr_t","maxslp","maxslp_t","Gene","Model","TimeFormat","Normalization","AUCLim","MDP","MDR","MDRMDP","AUC","DT"
"25","QFA1705484730",4,1,1,"","UNKNOWN","UNKNOWN","EDGE_4","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0509342535374843,0.0105149866010932,18.6669607213882,0.000480071769382895,0.00925864646689224,7.65753850778265e-05,0,0.000199515482498713,2.47114965541611,0.0233450235250114,0.470111213175528,10.0163948339278,0.0026329648168677,14.5097308341945,"EDGE_4","Gmp","h","Raw",72.0013888888889,2.45976299761764,0.011134258296866,0.0273876365645482,2.66408651355768,2155.50954182151
"26","QFA1705484730",4,2,2,"","UNKNOWN","UNKNOWN","SAMPLE_3","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0427532495134561,0.0107465958370952,15.8336265809728,0.000332848394195056,0.00873509200783592,0.000142865895684388,0,0.000152557132727294,2.29954733679131,0.0243903926798741,0.368674675845782,10.0163948339278,0.00270684378274669,14.4881282572702,"SAMPLE_3","Gmp","h","Raw",72.0013888888889,2.29113927355657,0.0108561695095545,0.0248729963237277,2.36516541332344,2210.724508205
"27","QFA1705484730",4,3,3,"","UNKNOWN","UNKNOWN","SAMPLE_7","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0388381200296616,0.00575501821304868,15.5002923025033,0.000234575845446184,0.0108589846399233,6.77796688421343e-05,0,6.77796688421343e-05,2.16211092366325,0.0234722704710174,0.447631044044883,9.97318968007912,0.00264453555474248,14.495329116245,"SAMPLE_7","Gmp","h","Raw",72.0013888888889,1.83858415689799,0.00485922055341005,0.0089340859243728,2.13866819916939,4939.0637317661
"28","QFA1705484730",4,4,4,"","UNKNOWN","UNKNOWN","SAMPLE_11","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0395712839534608,0.0100483191406866,15.5002932642742,0.000285032222352963,0.00859338711356838,0.000315160593213221,0,0.000315160593213221,2.22152682463185,0.0240508560456429,0.350790748040453,10.0740017057261,0.00266501856248033,14.495329116245,"SAMPLE_11","Gmp","h","Raw",72.0013888888889,2.20315508474769,0.00987014393405555,0.021745457795506,2.20265785164102,2431.57548262203
"29","QFA1705484730",4,5,5,"","UNKNOWN","UNKNOWN","SAMPLE_15","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0381210276424146,0.00502949905134286,15.1669597627849,0.000212525204249979,0.0111378012750335,0.0003964318702236,0,0.000403716242102279,2.19132928452203,0.024008370911923,0.331030671318899,10.0740017057261,0.00263436213669699,14.4881282572702,"SAMPLE_15","Gmp","h","Raw",72.0013888888889,1.77512255417408,0.00410409938775241,0.00728527938777134,2.10516010599729,5847.81159823312
"30","QFA1705484730",4,6,6,"","UNKNOWN","UNKNOWN","SAMPLE_19","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0378626954921575,0.006761882489715,16.6669587908164,0.000238063281081137,0.00973286304462145,0.00025470313569673,0,0.000334754829753918,2.08555329926087,0.0212877695859184,0.378453904854581,12.1838533853385,0.00259490926647274,14.560136847018,"SAMPLE_19","Gmp","h","Raw",72.0013888888889,1.95984096242066,0.00604932141451468,0.0118557079030144,2.05001934173298,3967.38714236851
"31","QFA1705484730",4,7,7,"","UNKNOWN","UNKNOWN","SAMPLE_23","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0420815070072105,0.00736413259430499,16.8336266779604,0.000297285102735043,0.01036991248925,0.000388873006177977,0,0.000388873006177977,2.25985641879465,0.0227138144557614,0.345627489908296,12.1982551032881,0.00271627997731547,14.5385342700937,"SAMPLE_23","Gmp","h","Raw",72.0013888888889,2.02078265138122,0.00676124899857979,0.0136630146779987,2.27040777415019,3549.64001548253
"32","QFA1705484730",4,8,8,"","UNKNOWN","UNKNOWN","EDGE_22","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0487406506230296,0.0106073182482936,18.3336275220056,0.000444252053284109,0.00893444374353038,0.000500052077946829,0,0.000500052077946829,2.43350545618516,0.0229610149804194,0.319636181531635,12.2054559622629,0.00267203353627316,14.5313334111189,"EDGE_22","Gmp","h","Raw",72.0013888888889,2.44767569395001,0.0111970904954143,0.0274068462485843,2.5681719238261,2143.41395292187
"33","QFA1705484730",5,1,1,"","UNKNOWN","UNKNOWN","EDGE_5","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0538782081838417,0.00871039489745776,18.3336284748449,0.000502645113969041,0.0115094313203036,0.000359961614993679,0,0.000756034499361372,2.62732870573751,0.0254365059470571,0.360737282569801,10.0379974108522,0.0026416541378145,12.3206697058595,"EDGE_5","Gmp","h","Raw",72.0013888888889,2.22688532036184,0.00862313534402538,0.0192027335131035,2.82068355756307,2783.21040346753
"34","QFA1705484730",5,2,2,"","UNKNOWN","UNKNOWN","SAMPLE_4","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0455285120248239,0.0106523530706723,16.8336261468007,0.000387878179919604,0.00893702037668074,0.000103518298492727,0,0.000103518298492727,2.34446006423887,0.0238847047619726,0.393508400025055,9.97318968007912,0.00263159246874714,14.4881282572702,"SAMPLE_4","Gmp","h","Raw",72.0013888888889,2.34890449076308,0.0109459733235458,0.0257110458954497,2.47031370319002,2192.58710857387
"35","QFA1705484730",5,3,3,"","UNKNOWN","UNKNOWN","SAMPLE_8","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0408169959236561,0.00729125241666866,16.0002927255204,0.000275190408186334,0.0103390739616092,0.000648191729579559,0,0.000701174596916798,2.26711992405412,0.024079340805485,0.306557696392318,12.1766525263637,0.00267317918451956,14.5025299752197,"SAMPLE_8","Gmp","h","Raw",72.0013888888889,1.98106303207666,0.00658352929853581,0.0130423865139229,2.23720420213261,3645.46110630018
"36","QFA1705484730",5,4,4,"","UNKNOWN","UNKNOWN","SAMPLE_12","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0400843284325277,0.00714098736468748,16.1669588358806,0.00027483445586024,0.0101995299030502,0.000152196318890919,0,0.000166079333445806,2.18776898218401,0.0228566744754035,0.361451272352653,10.0091939749531,0.0025735992099235,14.5097308341945,"SAMPLE_12","Gmp","h","Raw",72.0013888888889,1.97453564388967,0.00642969264507968,0.0126956573069651,2.19023490241862,3732.6823107736
"37","QFA1705484730",5,5,5,"","UNKNOWN","UNKNOWN","SAMPLE_16","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0405162518801333,0.00721772498694404,16.0002929254713,0.000273734727934237,0.0103079889890618,0.000331074172558962,0,0.000351805341795209,2.23422007875742,0.0234659939659834,0.342301440481307,10.0884034236757,0.00266256323299893,14.5025299752197,"SAMPLE_16","Gmp","h","Raw",72.0013888888889,1.97473781673602,0.00649935646208872,0.0128345249901342,2.22058754705191,3692.67328850079
"38","QFA1705484730",5,6,6,"","UNKNOWN","UNKNOWN","SAMPLE_20","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0385408167403662,0.00681586578909971,17.833625203834,0.000258525545669905,0.0095847877561292,-1.83078699606699e-06,0,0.000139353944827883,2.03325050175621,0.0191833253192936,0.653701869355316,10.2396214621462,0.0024687210363819,16.7275953984287,"SAMPLE_20","Gmp","h","Raw",72.0013888888889,2.00756875435663,0.00622376161409638,0.0124946293510241,2.04132093438698,3856.18882729083
"39","QFA1705484730",5,7,7,"","UNKNOWN","UNKNOWN","SAMPLE_24","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0443432029916006,0.00675773592138229,18.3336269711812,0.000327509207489713,0.0109302141702304,0.000611433978569133,0,0.000611433978569133,2.29262699220138,0.021424299082522,0.319143352403017,12.2486611161116,0.0025735031544509,14.5817394239424,"SAMPLE_24","Gmp","h","Raw",72.0013888888889,2.0203913125708,0.00620350004798476,0.012533497604481,2.31794154091331,3868.78372118278
"40","QFA1705484730",5,8,8,"","UNKNOWN","UNKNOWN","EDGE_23","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0522955293386459,0.00921637648050394,19.5002942216342,0.000488385977791651,0.0102469894233083,4.7250968469056e-05,0,4.7250968469056e-05,2.4722888566977,0.022219388702458,0.359315942892735,9.98759139802869,0.00259708412811768,14.5529359880433,"EDGE_23","Gmp","h","Raw",72.0013888888889,2.35148751144199,0.00947741483570968,0.0222860226269264,2.68249009012698,2532.33612921227
"41","QFA1705484730",6,1,1,"","UNKNOWN","UNKNOWN","EDGE_6","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0548132880887574,0.00577785788723884,19.5002951659502,0.000450256388177453,0.0140916932283943,0.000348761260379045,0,0.000508086057741191,2.61939299398812,0.0237553613336444,0.31632464810194,10.0523991288018,0.00253432232293765,14.495329116245,"EDGE_6","Gmp","h","Raw",72.0013888888889,1.95968070705352,0.00516862663229579,0.0101288578932731,2.76726544217415,4643.39982502078
"42","QFA1705484730",6,2,2,"","UNKNOWN","UNKNOWN","EDGE_8","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0510001860765596,0.0105954491961942,19.1669614305572,0.000493837229972143,0.00898039955240595,-0.000217459436633523,0,8.12001731958971e-05,2.43534157763705,0.0220476470056696,0.613972764966775,10.1676128723984,0.00255347027359326,14.5097308341945,"EDGE_8","Gmp","h","Raw",72.0013888888889,2.50565097150641,0.0113491775722366,0.0284370778096733,2.64236602340191,2114.69067668049
"43","QFA1705484730",6,3,3,"","UNKNOWN","UNKNOWN","EDGE_10","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0533760647141624,0.00921279105323323,20.83362829374,0.000516764992916574,0.00989879088746043,0.000359619349826109,0,0.000360026840594868,2.50843210227144,0.0218255997836081,0.33226450878665,12.1838533853385,0.0024474729173711,14.5241325521441,"EDGE_10","Gmp","h","Raw",72.0013888888889,2.43086872357037,0.0096823861191941,0.0235366095866808,2.66539495175272,2478.72783676981
"44","QFA1705484730",6,4,4,"","UNKNOWN","UNKNOWN","EDGE_12","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0474005398238116,0.0105934945840575,18.6669603258646,0.00043804307475392,0.00855786084179777,9.7991624994064e-05,0,9.95474822095604e-05,2.34444114778157,0.0216213348337489,0.476499378692097,10.0595999877766,0.0025130203041776,14.5241325521441,"EDGE_12","Gmp","h","Raw",72.0013888888889,2.46958136463524,0.011245506092738,0.0277716922825179,2.48297154816292,2134.18585184871
"45","QFA1705484730",6,5,5,"","UNKNOWN","UNKNOWN","EDGE_14","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0468440728881047,0.0106068859850254,17.8336271147401,0.000423337881022986,0.00879817380109614,0.000927930742339818,0,0.000970805290840544,2.41284118357184,0.0233425656917579,0.271938455709275,12.2054559622629,0.00253445403459313,14.5025299752197,"EDGE_14","Gmp","h","Raw",72.0013888888889,2.41259051137936,0.0110934597803797,0.0267639758045126,2.49343619301537,2163.43687858744
"46","QFA1705484730",6,6,6,"","UNKNOWN","UNKNOWN","EDGE_16","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0487384138224779,0.0105250491564197,18.8336269815237,0.000456005315562225,0.00877990396485975,0.000268609027955224,0,0.000279459110261183,2.39707968533813,0.0222463531567925,0.343224047485435,10.0884034236757,0.00252689543013898,14.5169316931693,"EDGE_16","Gmp","h","Raw",72.0013888888889,2.47278223506344,0.0111819116386294,0.027650432454052,2.54331536339804,2146.323524601
"47","QFA1705484730",6,7,7,"","UNKNOWN","UNKNOWN","EDGE_18","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0481111015932937,0.0105449137176948,19.1669605433444,0.000446633036904328,0.00851045118615518,0.000572993227173372,0,0.000572993227173372,2.37418908281933,0.0215317227252911,0.302369490183807,12.234259398162,0.00250274065756451,14.5529359880433,"EDGE_18","Gmp","h","Raw",72.0013888888889,2.49906230868244,0.0112767754138576,0.0281813644002482,2.49523925023021,2128.26797725415
"48","QFA1705484730",6,8,8,"","UNKNOWN","UNKNOWN","EDGE_24","","Library1",1,431,"2024-01-17_18-45-30",NA,NA,NA,NA,NA,NA,NA,NA,0.0540946710709189,0.00830387817376759,21.6669623417187,0.000501477465722842,0.0105902344474358,0.000206016658855947,0,0.000258159247785015,2.48556251387046,0.0201115157028454,0.328269471667753,12.234259398162,0.00243464982608438,16.7347962574035,"EDGE_24","Gmp","h","Raw",72.0013888888889,2.35275195130326,0.00854215419232157,0.0200975699443179,2.64792295598917,2809.59573658519
